state_school_id,district_number,district_name,school_number,school_name,school_type_code,school_type_desc,charter_school,title_i,alternative_ese_center,ela_achievement,ela_learning_gains,math_achievement,math_learning_gains,science_achievement,social_studies_achievement,graduation_rate,career_college_acceleration,total_points,total_components,percent_total_points,percent_tested,grade_2025,grade_2024,econ_disadv_pct,source_url
538003,53,POLK,8003,POLK STATE LAKELAND GATEWAY TO COLLEGE COLLEGIATE HIGH SCHOOL,03,Senior High,YES,NO,N,,,29,47,75,72,96,96,415,6,69,97,A,B,50.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538005,53,POLK,8005,MAGNOLIA MONTESSORI ACADEMY,04,Combination,YES,NO,N,85,70,90,65,81,94,,,737,10,74,100,A,A,11.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538007,53,POLK,8007,NAVIGATOR ACADEMY OF LEADERSHIP DAVENPORT,04,Combination,YES,NO,N,51,61,54,70,31,67,,,578,10,58,99,B,C,52.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538009,53,POLK,8009,BRIDGEPREP ACADEMY OF POLK,04,Combination,YES,YES,N,54,68,42,65,40,65,,,593,10,59,99,B,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538010,53,POLK,8010,MATER ACADEMY DAVENPORT,01,Elementary,YES,YES,N,52,51,60,53,61,,,,442,8,55,100,B,B,80.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538020,53,POLK,8020,MATER ACADEMY DAVENPORT MIDDLE SCHOOL,02,Middle/Junior,YES,YES,N,65,62,54,58,,67,,,421,7,60,100,B,B,81.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538121,53,POLK,8121,HARTRIDGE ACADEMY,01,Elementary,YES,YES,N,70,60,82,61,63,,,,467,7,67,94,A,B,74.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538131,53,POLK,8131,POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL,03,Senior High,YES,NO,N,100,93,100,92,,100,100,100,785,8,98,100,A,A,12.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538133,53,POLK,8133,CHAIN OF LAKES COLLEGIATE HIGH,03,Senior High,YES,NO,N,95,85,68,61,100,85,100,100,786,9,87,99,A,A,41.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538141,53,POLK,8141,LAKELAND MONTESSORI SCHOOL HOUSE,04,Combination,YES,NO,N,88,68,89,76,52,82,,,767,10,77,100,A,A,6.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538142,53,POLK,8142,BERKLEY ACCELERATED,04,Combination,YES,NO,N,74,66,73,54,66,85,,,609,9,68,100,A,A,36.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538171,53,POLK,8171,CYPRESS JUNCTION MONTESSORI,04,Combination,YES,NO,N,57,57,52,52,40,66,,,577,10,58,100,B,C,27.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538181,53,POLK,8181,DISCOVERY HIGH SCHOOL,03,Senior High,YES,YES,N,42,47,18,21,47,55,97,37,455,10,46,99,C,C,73.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
538201,53,POLK,8201,MI ESCUELA MONTESSORI,04,Combination,YES,NO,N,56,56,46,56,55,64,,,472,9,52,100,C,B,54.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590021,59,SEMINOLE,0021,HAMILTON ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,66,63,67,64,66,,,,515,8,64,98,A,B,79.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590031,59,SEMINOLE,0031,BEAR LAKE ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,57,62,51,57,54,,,,468,8,59,98,B,C,62.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590041,59,SEMINOLE,0041,ENGLISH ESTATES ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,60,55,52,45,46,,,,420,8,53,100,C,B,73.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590051,59,SEMINOLE,0051,GENEVA ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,71,64,71,66,79,,,,531,8,66,100,A,A,43.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590071,59,SEMINOLE,0071,LAKE MARY HIGH SCHOOL,03,Senior High,NO,NO,N,62,58,45,42,75,79,92,62,620,10,62,97,B,A,43.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590081,59,SEMINOLE,0081,LAKE MARY ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,68,62,68,54,65,,,,489,8,61,99,B,B,51.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590091,59,SEMINOLE,0091,LONGWOOD ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,63,52,63,70,63,,,,469,8,59,100,B,A,66.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590101,59,SEMINOLE,0101,MILWEE MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,62,62,59,53,57,69,,,549,9,61,98,B,C,64.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590111,59,SEMINOLE,0111,EVANS ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,73,68,78,80,74,,,,579,8,72,100,A,A,39.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590121,59,SEMINOLE,0121,LAYER ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,75,75,71,72,64,,,,556,8,70,100,A,A,50.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590131,59,SEMINOLE,0131,LAWTON ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,78,58,79,69,86,,,,541,8,68,99,A,A,29.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590141,59,SEMINOLE,0141,PINE CREST ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,40,51,48,48,55,,,,372,8,47,99,C,C,93.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590151,59,SEMINOLE,0151,SANFORD MIDDLE SCHOOL,02,Middle/Junior,NO,NO,N,72,69,80,74,70,84,,,662,9,74,99,A,A,45.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590171,59,SEMINOLE,0171,WALKER ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,74,66,80,75,83,,,,568,8,71,99,A,A,24.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590181,59,SEMINOLE,0181,SEMINOLE HIGH SCHOOL,03,Senior High,NO,NO,N,59,62,43,49,68,74,88,56,616,10,62,95,B,C,53.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590182,59,SEMINOLE,0182,MILLENNIUM MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,47,53,49,46,46,63,,,466,9,52,96,C,C,70,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590201,59,SEMINOLE,0201,SOUTH SEMINOLE MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,57,58,50,50,44,76,,,501,9,56,97,C,B,72.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590202,59,SEMINOLE,0202,CASSELBERRY ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,68,63,77,70,59,,,,539,8,67,98,A,A,69.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590231,59,SEMINOLE,0231,WILSON ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,78,68,81,69,76,,,,561,8,70,100,A,A,25.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590251,59,SEMINOLE,0251,CROOMS ACADEMY OF INFORMATION TECHNOLOGY,03,Senior High,NO,NO,N,80,74,66,62,93,91,100,83,782,10,78,99,A,A,42.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590271,59,SEMINOLE,0271,GOLDSBORO ELEMENTARY MAGNET,01,Elementary,NO,NO,N,78,72,76,80,90,,,,595,8,74,100,A,A,31.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590291,59,SEMINOLE,0291,JACKSON HEIGHTS MIDDLE SCHOOL,02,Middle/Junior,NO,NO,N,72,63,81,72,75,89,,,664,9,74,98,A,A,33.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590301,59,SEMINOLE,0301,MIDWAY ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,54,50,53,57,43,,,,404,8,51,100,C,C,85.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590331,59,SEMINOLE,0331,HIGHLANDS ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,69,63,71,57,73,,,,468,8,59,100,B,A,65.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590361,59,SEMINOLE,0361,RAINBOW ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,88,80,88,85,90,,,,665,8,83,100,A,A,36.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590391,59,SEMINOLE,0391,WINTER SPRINGS ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,53,51,57,63,47,,,,439,8,55,100,B,B,77.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590401,59,SEMINOLE,0401,SPRING LAKE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,50,56,50,53,66,,,,424,8,53,100,C,A,87.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590421,59,SEMINOLE,0421,OVIEDO HIGH SCHOOL,03,Senior High,NO,NO,N,71,64,62,62,82,83,97,75,721,10,72,97,A,A,33.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590431,59,SEMINOLE,0431,LYMAN HIGH SCHOOL,03,Senior High,NO,NO,N,60,64,38,52,70,72,93,60,626,10,63,98,B,B,55.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590441,59,SEMINOLE,0441,CARILLON ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,69,60,75,67,73,,,,517,8,65,100,A,A,28.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590491,59,SEMINOLE,0491,LAKE BRANTLEY HIGH SCHOOL,03,Senior High,NO,NO,N,66,64,45,51,67,75,98,55,643,10,64,96,A,B,46.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590501,59,SEMINOLE,0501,TEAGUE MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,63,65,69,68,61,75,,,617,9,69,99,A,B,61.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590502,59,SEMINOLE,0502,FOREST CITY ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,64,67,72,79,66,,,,557,8,70,98,A,B,78.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590511,59,SEMINOLE,0511,RED BUG ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,66,55,64,58,64,,,,465,8,58,100,B,B,49.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590521,59,SEMINOLE,0521,IDYLLWILDE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,49,55,53,57,46,,,,429,8,54,99,B,C,82,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590531,59,SEMINOLE,0531,EASTBROOK ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,65,63,64,63,47,,,,483,8,60,99,B,C,62.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590541,59,SEMINOLE,0541,TUSKAWILLA MIDDLE SCHOOL,02,Middle/Junior,NO,NO,N,61,62,72,70,62,77,,,613,9,68,98,A,B,52.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590551,59,SEMINOLE,0551,LAKE HOWELL HIGH SCHOOL,03,Senior High,NO,NO,N,63,64,48,58,75,76,98,57,664,10,66,96,A,A,53,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590561,59,SEMINOLE,0561,ALTAMONTE ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,54,57,54,64,48,,,,451,8,56,96,B,B,84.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590581,59,SEMINOLE,0581,SABAL POINT ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,84,74,84,76,81,,,,598,8,75,99,A,A,35.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590591,59,SEMINOLE,0591,WOODLANDS ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,80,64,82,70,78,,,,570,8,71,100,A,A,36.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590601,59,SEMINOLE,0601,LAKE ORIENTA ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,55,49,44,45,55,,,,371,8,46,100,C,B,74.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590611,59,SEMINOLE,0611,STERLING PARK ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,67,64,60,51,62,,,,476,8,60,99,B,C,55,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590621,59,SEMINOLE,0621,ROCK LAKE MIDDLE SCHOOL,02,Middle/Junior,NO,NO,N,70,59,82,69,68,81,,,623,9,69,99,A,A,40.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590651,59,SEMINOLE,0651,WEKIVA ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,71,60,68,61,71,,,,516,8,65,100,A,A,38.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590661,59,SEMINOLE,0661,KEETH ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,81,71,79,69,84,,,,582,8,73,100,A,A,31.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590671,59,SEMINOLE,0671,GREENWOOD LAKES MIDDLE SCHOOL,02,Middle/Junior,NO,YES,N,61,60,66,68,57,81,,,593,9,66,98,A,B,62,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590681,59,SEMINOLE,0681,STENSTROM ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,73,65,72,68,84,,,,556,8,70,100,A,A,43.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590691,59,SEMINOLE,0691,HEATHROW ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,85,74,87,79,85,,,,628,8,79,100,A,A,19,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590701,59,SEMINOLE,0701,PARTIN ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,81,66,83,69,80,,,,585,8,73,99,A,A,28.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590711,59,SEMINOLE,0711,INDIAN TRAILS MIDDLE SCHOOL,02,Middle/Junior,NO,NO,N,71,62,67,56,67,83,,,596,9,66,98,A,B,42.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590721,59,SEMINOLE,0721,CHILES MIDDLE SCHOOL,02,Middle/Junior,NO,NO,N,77,67,82,71,71,86,,,663,9,74,99,A,A,26.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590731,59,SEMINOLE,0731,MARKHAM WOODS MIDDLE SCHOOL,02,Middle/Junior,NO,NO,N,56,54,68,69,61,77,,,580,9,64,98,A,B,51.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590801,59,SEMINOLE,0801,BENTLEY ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,58,66,62,73,55,,,,498,8,62,99,A,C,72.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590811,59,SEMINOLE,0811,WICKLOW ELEMENTARY SCHOOL,01,Elementary,NO,YES,N,43,47,43,39,38,,,,339,8,42,99,C,C,88.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590821,59,SEMINOLE,0821,CRYSTAL LAKE ELEMENTARY SCHOOL,01,Elementary,NO,NO,N,60,62,60,47,61,,,,441,8,55,100,B,B,54.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590911,59,SEMINOLE,0911,WINTER SPRINGS HIGH SCHOOL,03,Senior High,NO,NO,N,62,65,49,60,59,83,93,56,651,10,65,98,A,A,49.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
590931,59,SEMINOLE,0931,HAGERTY HIGH SCHOOL,03,Senior High,NO,NO,N,76,66,60,59,84,91,98,69,713,10,71,98,A,A,21.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
597004,59,SEMINOLE,7004,A SEMINOLE COUNTY VIRTUAL SCHOOL,04,Combination,NO,NO,N,82,67,73,53,76,77,89,38,728,11,66,99,A,A,26.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
599229,59,SEMINOLE,9229,CHOICES IN LEARNING CHARTER,01,Elementary,YES,NO,N,90,75,91,86,89,,,,680,8,85,100,A,A,19.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
599233,59,SEMINOLE,9233,GALILEO SCHOOL FOR GIFTED LEARNING,04,Combination,YES,NO,N,70,64,73,65,61,88,,,710,10,71,99,A,A,30.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
599236,59,SEMINOLE,9236,SEMINOLE SCIENCE CHARTER SCHOOL,04,Combination,YES,NO,N,81,72,82,69,80,83,,,767,10,77,100,A,A,26.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
599255,59,SEMINOLE,9255,GALILEO SCHOOL FOR GIFTED LEARNING SKYWAY,04,Combination,YES,NO,N,72,63,73,66,70,82,,,691,10,69,100,A,A,29.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480033,48,ORANGE,0033,RENAISSANCE CHARTER SCHOOL AT GOLDENROD,04,Combination,YES,NO,N,52,61,60,67,57,76,,,627,10,63,97,B,C,79.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480042,48,ORANGE,0042,BETA,03,Senior High,NO,YES,A,20,49,17,46,20,,,,159,6,27,99,F,,91.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480053,48,ORANGE,0053,PASSPORT CHARTER,04,Combination,YES,YES,N,49,60,41,56,43,68,,,449,10,45,100,C,C,86.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480056,48,ORANGE,0056,LAKE EOLA CHARTER,04,Combination,YES,NO,N,56,67,57,63,59,92,,,685,10,69,99,A,C,,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480061,48,ORANGE,0061,HOPE CHARTER,04,Combination,YES,NO,N,84,70,83,64,75,98,,,775,10,78,100,A,A,,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480065,48,ORANGE,0065,UCP DOWNTOWN CHARTER,01,Elementary,YES,YES,A,20,49,17,46,20,,,,159,6,27,99,F,,91.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480072,48,ORANGE,0072,OAKLAND AVENUE CHARTER,01,Elementary,YES,NO,N,79,70,79,80,92,,,,601,8,75,100,A,A,17.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480080,48,ORANGE,0080,LEGENDS ACADEMY CHARTER,04,Combination,YES,YES,N,45,56,69,80,23,70,,,541,10,54,100,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480089,48,ORANGE,0089,ORLANDO SCIENCE MIDDLE HIGH CHARTER,04,Combination,YES,NO,N,86,73,87,73,82,90,98,92,902,11,82,100,A,A,35.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480103,48,ORANGE,0103,ORLANDO SCIENCE CHARTER SCHOOL K-8,01,Elementary,YES,NO,N,83,73,82,67,80,,,,598,8,75,100,A,,9.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480111,48,ORANGE,0111,WILLIAM R BOONE HIGH,03,Senior High,NO,NO,N,63,58,52,52,69,80,97,73,651,10,65,97,A,A,51,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480119,48,ORANGE,0119,LEGACY HIGH CHARTER,03,Senior High,YES,NO,N,80,61,79,66,86,76,97,54,713,10,71,100,A,A,,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480121,48,ORANGE,0121,EDGEWATER HIGH,03,Senior High,NO,NO,N,58,62,48,53,68,70,97,69,656,10,66,96,A,B,80.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480131,48,ORANGE,0131,HOWARD MIDDLE,02,Middle/Junior,NO,NO,N,76,63,79,67,75,87,,,636,9,71,98,A,A,47.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480133,48,ORANGE,0133,CORNERSTONE ACADEMY CHARTER,04,Combination,YES,NO,N,77,64,80,69,76,82,,,737,10,74,100,A,A,33.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480141,48,ORANGE,0141,LAKEVILLE ELEMENTARY,01,Elementary,NO,YES,N,50,60,56,63,62,,,,437,8,55,99,B,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480146,48,ORANGE,0146,CORNERSTONE CHARTER ACADEMY HIGH,03,Senior High,YES,NO,N,68,58,58,45,70,78,96,69,640,10,64,100,A,A,36.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480149,48,ORANGE,0149,CENTRAL FLORIDA LEADERSHIP ACADEMY CHARTER,04,Combination,YES,NO,N,46,46,26,28,52,74,92,8,447,10,45,100,C,C,64.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480151,48,ORANGE,0151,MEMORIAL MIDDLE,02,Middle/Junior,NO,YES,N,38,57,42,59,27,48,,,452,9,50,97,C,D,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480155,48,ORANGE,0155,PINECREST PREPARATORY CHARTER,04,Combination,YES,NO,N,84,75,94,97,85,96,,,889,10,89,100,A,A,71.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480156,48,ORANGE,0156,CYPRESS SPRINGS ELEMENTARY,01,Elementary,NO,NO,N,76,69,80,70,77,,,,562,8,70,99,A,A,54.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480172,48,ORANGE,0172,INNOVATION MONTESSORI OCOEE,04,Combination,YES,NO,N,67,64,61,69,59,83,100,42,832,12,69,99,A,B,22.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480185,48,ORANGE,0185,RENAISSANCE CHARTER SCHOOL AT CHICKASAW TRAIL,04,Combination,YES,YES,N,41,55,37,53,41,67,,,532,10,53,99,C,C,98.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480200,48,ORANGE,0200,ORLANDO SCIENCE ELEMENTARY CHARTER,01,Elementary,YES,NO,N,83,71,79,69,82,,,,556,8,70,100,A,A,42.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480201,48,ORANGE,0201,HILLCREST ELEMENTARY,01,Elementary,NO,NO,N,87,75,85,88,80,,,,639,8,80,100,A,A,21.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480203,48,ORANGE,0203,PINECREST CREEK CHARTER,01,Elementary,YES,YES,N,64,50,68,38,,,,,291,5,58,100,B,A,94.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480204,48,ORANGE,0204,RENAISSANCE CHARTER SCHOOL AT HUNTERS CREEK,04,Combination,YES,NO,N,63,66,68,62,60,85,,,685,10,69,100,A,A,55.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480212,48,ORANGE,0212,OAKSHIRE ELEMENTARY,01,Elementary,NO,NO,N,63,61,70,67,76,,,,499,8,62,100,A,A,82.6,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480213,48,ORANGE,0213,LAWTON CHILES ELEMENTARY,01,Elementary,NO,YES,N,57,64,69,74,79,,,,554,8,69,98,A,A,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480214,48,ORANGE,0214,ENDEAVOR ELEMENTARY,01,Elementary,NO,NO,N,70,69,72,76,80,,,,561,8,70,100,A,A,63.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480215,48,ORANGE,0215,THREE POINTS ELEMENTARY,01,Elementary,NO,YES,N,42,58,44,52,48,,,,373,8,47,100,C,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480216,48,ORANGE,0216,CITRUS ELEMENTARY,01,Elementary,NO,YES,N,64,66,59,61,73,,,,510,8,64,100,A,B,94.3,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480217,48,ORANGE,0217,CAMELOT ELEMENTARY,01,Elementary,NO,NO,N,69,64,72,64,79,,,,513,8,64,100,A,B,73.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480221,48,ORANGE,0221,LAKE COMO SCHOOL,04,Combination,NO,NO,N,64,65,65,63,64,74,,,641,10,64,98,A,B,74.7,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480222,48,ORANGE,0222,AVALON ELEMENTARY,01,Elementary,NO,NO,N,80,68,84,75,83,,,,600,8,75,100,A,A,33.5,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480231,48,ORANGE,0231,PINELOCH ELEMENTARY,01,Elementary,NO,YES,N,40,62,54,63,41,,,,402,8,50,97,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480232,48,ORANGE,0232,WEST CREEK ELEMENTARY,01,Elementary,NO,NO,N,75,73,80,75,89,,,,600,8,75,100,A,A,41.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480235,48,ORANGE,0235,THORNEBROOKE ELEMENTARY,01,Elementary,NO,NO,N,76,73,81,75,77,,,,582,8,73,100,A,A,48.4,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480236,48,ORANGE,0236,EAGLES NEST ELEMENTARY,01,Elementary,NO,YES,N,39,60,34,60,37,,,,404,8,51,100,C,D,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480238,48,ORANGE,0238,PINECREST ACADEMY AVALON,01,Elementary,YES,NO,N,84,68,90,79,75,,,,617,8,77,100,A,A,35.8,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480241,48,ORANGE,0241,LAKE GEM ELEMENTARY,01,Elementary,NO,YES,N,49,55,50,58,50,,,,435,8,54,100,B,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480242,48,ORANGE,0242,LEGACY MIDDLE,02,Middle/Junior,NO,NO,N,56,61,59,61,48,74,,,542,9,60,97,B,C,75.9,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480245,48,ORANGE,0245,FREEDOM MIDDLE,02,Middle/Junior,NO,NO,N,53,56,55,62,46,70,,,522,9,58,99,B,C,64.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480251,48,ORANGE,0251,PRINCETON ELEMENTARY,01,Elementary,NO,NO,N,85,65,81,71,82,,,,588,8,74,99,A,A,41.2,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480252,48,ORANGE,0252,OCOEE HIGH,03,Senior High,NO,NO,N,54,58,46,45,68,77,99,85,639,10,64,98,A,A,79,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480253,48,ORANGE,0253,WEST OAKS ELEMENTARY,01,Elementary,NO,YES,N,42,50,48,67,50,,,,421,8,53,100,C,B,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480259,48,ORANGE,0259,EAST LAKE ELEMENTARY,01,Elementary,NO,NO,N,64,66,60,55,61,,,,477,8,60,99,B,B,85.1,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480261,48,ORANGE,0261,RIVERDALE ELEMENTARY,01,Elementary,NO,YES,N,58,55,64,59,65,,,,455,8,57,100,B,A,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
480271,48,ORANGE,0271,ORLO VISTA ELEMENTARY,01,Elementary,NO,YES,N,40,57,65,70,50,,,,451,8,56,98,B,C,100,https://www.fldoe.org/file/18534/SchoolGrades25.xlsx
