NCESSCH,NAME,district,STREET,CITY,STATE,ZIP,LAT,LON,CNTY,NMCNTY,LOCALE
120159001709,COMBEE ACADEMY OF DESIGN AND ENGINEERING,POLK,2805 MORGAN COMBEE RD,LAKELAND,FL,33801,28.06183,-81.90234,12105,Polk County,21
120159001710,CRYSTAL LAKE ELEMENTARY SCHOOL,POLK,700 GALVIN DR,LAKELAND,FL,33801,28.03435,-81.912515,12105,Polk County,21
120159001712,DIXIELAND ELEMENTARY SCHOOL,POLK,416 ARIANA ST,LAKELAND,FL,33803,28.025517,-81.96073,12105,Polk County,12
120159001713,PHILIP O'BRIEN ELEMENTARY SCHOOL,POLK,1225 LIME ST E,LAKELAND,FL,33801,28.039857,-81.939316,12105,Polk County,12
120159001715,MEDULLA ELEMENTARY SCHOOL,POLK,850 SCHOOLHOUSE RD,LAKELAND,FL,33813,27.966923,-81.970624,12105,Polk County,21
120159001716,NORTH LAKELAND ELEMENTARY SCHOOL OF CHOICE,POLK,410 ROBSON ST W,LAKELAND,FL,33805,28.08328,-81.960456,12105,Polk County,12
120159001717,SOUTHWEST ELEMENTARY SCHOOL,POLK,2650 SOUTHWEST AVE,LAKELAND,FL,33803,28.014401,-81.959527,12105,Polk County,12
120159001718,LINCOLN AVENUE ACADEMY,POLK,1330 LINCOLN AVE N,LAKELAND,FL,33805,28.061458,-81.966067,12105,Polk County,12
120159001719,ROCHELLE SCHOOL OF THE ARTS,POLK,1501 MARTIN L KING JR AVE,LAKELAND,FL,33805,28.064299,-81.960285,12105,Polk County,12
120159001721,SHELLEY S. BOONE MIDDLE SCHOOL,POLK,225 22ND ST S,HAINES CITY,FL,33844,28.10173,-81.612581,12105,Polk County,21
120159001722,ALTA VISTA ELEMENTARY SCHOOL,POLK,801 SCENIC HWY S,HAINES CITY,FL,33844,28.085564,-81.624432,12105,Polk County,21
120159001723,EASTSIDE ELEMENTARY SCHOOL,POLK,1820 JOHNSON AVE E,HAINES CITY,FL,33844,28.114848,-81.615818,12105,Polk County,21
120159001724,BETHUNE ACADEMY,POLK,900 AVENUE F,HAINES CITY,FL,33844,28.12191,-81.623997,12105,Polk County,21
120159001725,DAVENPORT SCHOOL OF THE ARTS,POLK,4751 COUNTY ROAD 547 N,DAVENPORT,FL,33837,28.228305,-81.584553,12105,Polk County,23
120159001726,WINTER HAVEN SENIOR HIGH SCHOOL,POLK,600 6TH ST SE,WINTER HAVEN,FL,33880,28.013692,-81.717884,12105,Polk County,13
120159001727,DENISON MIDDLE SCHOOL,POLK,400 AVENUE A SE,WINTER HAVEN,FL,33880,28.020736,-81.721517,12105,Polk County,13
120159001728,FRANK E. BRIGHAM ACADEMY,POLK,601 AVENUE C SE,WINTER HAVEN,FL,33880,28.019732,-81.717669,12105,Polk County,13
120159001729,WESTWOOD MIDDLE SCHOOL,POLK,3520 AVENUE J NW,WINTER HAVEN,FL,33881,28.032085,-81.770317,12105,Polk County,21
120159001730,ELBERT ELEMENTARY SCHOOL,POLK,205 15TH ST NE,WINTER HAVEN,FL,33881,28.0237,-81.7033,12105,Polk County,13
120159001731,FRED G. GARNER ACADEMY,POLK,2500 HAVENDALE BLVD NW,WINTER HAVEN,FL,33881,28.04425,-81.758651,12105,Polk County,13
120159001732,INWOOD ELEMENTARY SCHOOL,POLK,2200 AVENUE G NW,WINTER HAVEN,FL,33880,28.029566,-81.754637,12105,Polk County,13
120159001733,LAKE SHIPP ELEMENTARY SCHOOL,POLK,250 CAMELLIA DR,WINTER HAVEN,FL,33880,27.997712,-81.750086,12105,Polk County,21
120159001734,JOHN SNIVELY ELEMENTARY,POLK,848 SNIVELY AVE,ELOISE,FL,33880,27.986319,-81.731942,12105,Polk County,21
120159001735,LAKE ALFRED ELEMENTARY SCHOOL,POLK,550 CUMMINGS ST E,LAKE ALFRED,FL,33850,28.08886,-81.721694,12105,Polk County,21
120159001736,KAREN M. SIEGEL ACADEMY,POLK,935 EVENHOUSE RD,LAKE ALFRED,FL,33850,28.106994,-81.726387,12105,Polk County,21
120159001737,WAHNETA ELEMENTARY SCHOOL,POLK,205 4TH ST E,WINTER HAVEN,FL,33880,27.95376,-81.72179,12105,Polk County,41
120159001739,JEWETT MIDDLE ACADEMY MAGNET,POLK,601 MARTIN LUTHER KING JR BLVD NE,WINTER HAVEN,FL,33881,28.044912,-81.71913,12105,Polk County,13
120159001740,JEWETT SCHOOL OF THE ARTS,POLK,2250 8TH ST NE,WINTER HAVEN,FL,33881,28.046603,-81.716656,12105,Polk County,13
120159001743,FORT MEADE MIDDLE/SENIOR HIGH SCHOOL,POLK,700 EDGEWOOD DR N,FORT MEADE,FL,33841,27.760769,-81.783007,12105,Polk County,41
120159001745,AUBURNDALE SENIOR HIGH SCHOOL,POLK,1 BLOODHOUND TRL,AUBURNDALE,FL,33823,28.072287,-81.785864,12105,Polk County,21
120159001748,LENA VISTA ELEMENTARY SCHOOL,POLK,925 BERKLEY RD,AUBURNDALE,FL,33823,28.069917,-81.818703,12105,Polk County,21
120159001749,AUBURNDALE CENTRAL ELEMENTARY SCHOOL,POLK,320 LEMON ST,AUBURNDALE,FL,33823,28.0605,-81.788,12105,Polk County,21
120159001750,WALTER CALDWELL ELEMENTARY SCHOOL,POLK,141 DAIRY RD,AUBURNDALE,FL,33823,28.071181,-81.775603,12105,Polk County,21
120159001752,POLK CITY ELEMENTARY SCHOOL,POLK,125 BOUGAINVILLEA AVE S,POLK CITY,FL,33868,28.1818,-81.8234,12105,Polk County,21
120159001753,BARTOW SENIOR HIGH SCHOOL,POLK,1270 BROADWAY AVE S,BARTOW,FL,33830,27.883881,-81.842397,12105,Polk County,31
120159001754,BARTOW MIDDLE SCHOOL,POLK,550 CLOWER ST E,BARTOW,FL,33830,27.879723,-81.840351,12105,Polk County,31
120159001755,BARTOW ELEMENTARY ACADEMY,POLK,590 WILSON AVE S,BARTOW,FL,33830,27.89291,-81.841095,12105,Polk County,31
120159001756,FLORAL AVENUE ELEMENTARY SCHOOL,POLK,1530 FLORAL AVE S,BARTOW,FL,33830,27.8816,-81.8444,12105,Polk County,31
120159001757,JEAN O'DELL LEARNING CENTER,POLK,1310 FLORAL AVE S,BARTOW,FL,33830,27.882975,-81.844591,12105,Polk County,31
120159001760,ALTURAS ELEMENTARY SCHOOL,POLK,420 4TH ST,ALTURAS,FL,33820,27.872408,-81.712729,12105,Polk County,41
120159001761,HIGHLAND CITY ELEMENTARY SCHOOL,POLK,5355 9TH STREET SE,HIGHLAND CITY,FL,33846,27.966143,-81.883797,12105,Polk County,21
120159001762,MULBERRY SENIOR HIGH SCHOOL,POLK,4TH CIRCLE NE,MULBERRY,FL,33860,27.90054,-81.959785,12105,Polk County,41
120159001763,PURCELL ELEMENTARY SCHOOL,POLK,305 1ST AVE NE,MULBERRY,FL,33860,27.897353,-81.972316,12105,Polk County,21
120159001765,MULBERRY MIDDLE SCHOOL,POLK,500 DR MLK JR AVE SE,MULBERRY,FL,33860,27.890862,-81.964808,12105,Polk County,21
120159001766,KATHLEEN SENIOR HIGH SCHOOL,POLK,1100 RED DEVIL WAY,LAKELAND,FL,33815,28.057368,-81.996099,12105,Polk County,21
120159001767,KATHLEEN MIDDLE SCHOOL,POLK,3627 KATHLEEN PNES,LAKELAND,FL,33810,28.125318,-82.019483,12105,Polk County,21
120159001768,KATHLEEN ELEMENTARY SCHOOL,POLK,3515 SHERETZ RD,LAKELAND,FL,33810,28.127014,-82.018106,12105,Polk County,21
120159001769,GRIFFIN ELEMENTARY SCHOOL,POLK,3315 KATHLEEN RD,LAKELAND,FL,33810,28.0851,-81.995,12105,Polk County,21
120159001770,JESSE KEEN ELEMENTARY SCHOOL,POLK,815 PLATEAU AVE,LAKELAND,FL,33815,28.034579,-81.988839,12105,Polk County,21
120159001771,WINSTON ACADEMY OF ENGINEERING,POLK,3415 SWINDELL RD,LAKELAND,FL,33810,28.055547,-82.014292,12105,Polk County,21
120159001773,MCLAUGHLIN ACADEMY OF EXCELLENCE,POLK,800 4TH ST S,LAKE WALES,FL,33853,27.887781,-81.584649,12105,Polk County,21
120159001774,POLK AVENUE ELEMENTARY SCHOOL,POLK,110 POLK AVE E,LAKE WALES,FL,33853,27.896097,-81.588141,12105,Polk County,21
120159001775,HILLCREST ELEMENTARY SCHOOL,POLK,1051 STATE ROAD 60 E,LAKE WALES,FL,33853,27.894959,-81.56761,12105,Polk County,21
120159001776,SPOOK HILL ELEMENTARY SCHOOL,POLK,321 DR JA WILTSHIRE AVE E,LAKE WALES,FL,33853,27.910815,-81.584083,12105,Polk County,21
120159001777,ROOSEVELT ACADEMY,POLK,115 E ST,LAKE WALES,FL,33853,27.911465,-81.595484,12105,Polk County,21
120159001778,JANIE HOWARD WILSON SCHOOL,POLK,306 FLORIDA AVE,LAKE WALES,FL,33853,27.917774,-81.594042,12105,Polk County,41
120159001779,DALE R FAIR BABSON PARK ELEMENTARY,POLK,815 SCENIC HWY N,BABSON PARK,FL,33827,27.832412,-81.52727,12105,Polk County,41
120159001780,EDGAR L. PADGETT ELEMENTARY,POLK,110 LEELON RD,LAKELAND,FL,33809,28.121766,-81.955128,12105,Polk County,21
120159001781,GAUSE ACADEMY OF LEADERSHIP,POLK,1395 POLK ST W,BARTOW,FL,33830,27.899598,-81.857766,12105,Polk County,31
120159001782,CRYSTAL LAKE MIDDLE SCHOOL,POLK,2410 CRYSTAL LAKE DR N,LAKELAND,FL,33801,28.028723,-81.9118,12105,Polk County,21
120159001783,OSCAR J. POPE ELEMENTARY SCHOOL,POLK,2730 MAINE AVE,LAKELAND,FL,33801,28.0123,-81.904658,12105,Polk County,21
120159001785,MCKEEL ACADEMY OF TECHNOLOGY,POLK,1810 PARKER ST W,LAKELAND,FL,33815,28.049843,-81.984249,12105,Polk County,21
120159001786,SCOTT LAKE ELEMENTARY SCHOOL,POLK,1140 COUNTY ROAD 540A E,LAKELAND,FL,33813,27.954411,-81.945105,12105,Polk County,21
120159001788,EAGLE LAKE ELEMENTARY SCHOOL,POLK,400 CRYSTAL BEACH RD,EAGLE LAKE,FL,33839,27.973936,-81.765316,12105,Polk County,21
120159001789,GARDEN GROVE ELEMENTARY SCHOOL,POLK,4599 CYPRESS GARDENS RD,WINTER HAVEN,FL,33884,27.991009,-81.661559,12105,Polk County,21
120159001790,LAKE WALES SENIOR HIGH SCHOOL,POLK,1 HIGHLANDER WAY,LAKE WALES,FL,33853,27.916765,-81.579455,12105,Polk County,21
120159001791,JAMES E. STEPHENS ACADEMY,POLK,1350 MAPLE AVE N,BARTOW,FL,33830,27.909966,-81.856193,12105,Polk County,31
120159001792,LAKE GIBSON MIDDLE SCHOOL,POLK,6901 SOCRUM LOOP RD N,LAKELAND,FL,33809,28.129271,-81.954518,12105,Polk County,21
120159001793,LAKELAND HIGHLANDS MIDDLE SCHOOL,POLK,740 LAKE MIRIAM DR,LAKELAND,FL,33813,27.975786,-81.951239,12105,Polk County,12
120159001794,DUNDEE ELEMENTARY ACADEMY,POLK,215 FREDERICK AVE,DUNDEE,FL,33838,28.02672,-81.618153,12105,Polk County,21
120159001795,HAINES CITY SENIOR HIGH SCHOOL,POLK,2800 HORNET DR,HAINES CITY,FL,33844,28.09853,-81.608192,12105,Polk County,21
120159001796,FROSTPROOF MIDDLE/SENIOR HIGH,POLK,1000  PALM AVE N,FROSTPROOF,FL,33843,27.760863,-81.533293,12105,Polk County,31
120159001982,FROSTPROOF BEN HILL GRIFFIN JR ELEMENTARY SCHOOL,POLK,501 MCLEOD RD,FROSTPROOF,FL,33843,27.765176,-81.535792,12105,Polk County,41
120159001985,GEORGE W. JENKINS SENIOR HIGH,POLK,6000 LAKELAND HIGHLANDS RD,LAKELAND,FL,33813,27.957476,-81.919256,12105,Polk County,21
120159001989,BILL DUNCAN OPPORTUNITY CENTER,POLK,3333 WINTER LAKE RD,LAKELAND,FL,33803,27.993813,-81.891786,12105,Polk County,41
120159002401,CLARENCE BOSWELL ELEMENTARY SCHOOL,POLK,2820 K VILLE AVE,AUBURNDALE,FL,33823,28.035615,-81.826272,12105,Polk County,21
120159002402,DORIS A. SANDERS LEARNING CENTER,POLK,1201 ENCHANTED DR,LAKELAND,FL,33801,28.059571,-81.90145,12105,Polk County,21
120159002404,JAMES W. SIKES ELEMENTARY SCHOOL,POLK,2727 SHEPHERD RD,LAKELAND,FL,33811,27.939361,-81.999897,12105,Polk County,21
120159002405,LAKE GIBSON SENIOR HIGH SCHOOL,POLK,7007 SOCRUM LOOP RD N,LAKELAND,FL,33809,28.134215,-81.955351,12105,Polk County,21
120159002456,JERE L. STAMBAUGH MIDDLE,POLK,226 MAIN ST N,AUBURNDALE,FL,33823,28.070834,-81.788055,12105,Polk County,21
120159002457,UNION ACADEMY,POLK,1795 WABASH ST E,BARTOW,FL,33830,27.892955,-81.821384,12105,Polk County,31
120159002480,R. CLEM CHURCHWELL ELEMENTARY SCHOOL,POLK,8201 PARK BYRD RD,LAKELAND,FL,33810,28.149094,-81.988658,12105,Polk County,21
120159002893,WENDELL WATSON ELEMENTARY SCHOOL,POLK,6800 WALT WILLIAMS RD,LAKELAND,FL,33809,28.1308,-81.9231,12105,Polk County,21
120159002894,VALLEYVIEW ELEMENTARY SCHOOL,POLK,2900 STATE RD 540A E,LAKELAND,FL,33813,27.953987,-81.91021,12105,Polk County,21
120159002895,SOCRUM ELEMENTARY SCHOOL,POLK,9400 OLD DADE CITY RD,LAKELAND,FL,33810,28.169178,-82.016174,12105,Polk County,41
120159002947,RIDGE TEEN PARENT PROGRAM,POLK,7700 LUCERNE PARK RD,WINTER HAVEN,FL,33881,28.076588,-81.654236,12105,Polk County,13
120159002949,POLK HALFWAY HOUSE,POLK,2145 BOB PHILLIPS RD,BARTOW,FL,33830,27.880038,-81.822527,12105,Polk County,31
120159003015,LAWTON CHILES MIDDLE ACADEMY,POLK,400 FLORIDA AVE N,LAKELAND,FL,33801,28.04824,-81.957666,12105,Polk County,12
120159003016,LAKE REGION HIGH SCHOOL,POLK,1995 THUNDER RD,EAGLE LAKE,FL,33839,27.980503,-81.748308,12105,Polk County,21
120159003112,DISCOVERY ACADEMY OF LAKE ALFRED,POLK,1000 BUENA VISTA DR N,LAKE ALFRED,FL,33850,28.108388,-81.729032,12105,Polk County,41
120159003256,DON E WOODS OPPORTUNITY CENTER,POLK,213 LAKE AVE E,DUNDEE,FL,33838,28.024479,-81.618473,12105,Polk County,21
120159003259,ACHIEVEMENT ACADEMY,POLK,716 BELLA VISTA ST E,LAKELAND,FL,33805,28.070344,-81.950752,12105,Polk County,12
120159003655,SLEEPY HILL MIDDLE SCHOOL,POLK,2215 SLEEPY HILL RD,LAKELAND,FL,33810,28.0933,-81.9922,12105,Polk County,12
120159003656,DUNDEE RIDGE MIDDLE ACADEMY,POLK,5555 LAKE TRASK RD,DUNDEE,FL,33838,28.016483,-81.596851,12105,Polk County,21
120159003788,HARTRIDGE ACADEMY,POLK,1400 US HIGHWAY 92 W,WINTER HAVEN,FL,33881,28.070444,-81.746786,12105,Polk County,21
120159003789,PACE CENTER FOR GIRLS,POLK,213 TYLER AVE,LAKELAND,FL,33801,28.04258,-81.939521,12105,Polk County,12
120159003923,R. BRUCE WAGNER ELEMENTARY SCHOOL,POLK,5500 YATES RD,LAKELAND,FL,33811,27.966456,-82.010517,12105,Polk County,21
120159003925,COMPASS MIDDLE CHARTER SCHOOL,POLK,550 CLOWER ST E,BARTOW,FL,33830,27.879723,-81.840351,12105,Polk County,31
120159003926,DR. NE ROBERTS ELEMENTARY SCHOOL,POLK,6600 GREEN RD,LAKELAND,FL,33810,28.126405,-81.987535,12105,Polk County,21
120159003927,ROSABELLE W. BLAKE ACADEMY,POLK,510 HARTSELL AVE,LAKELAND,FL,33815,28.038458,-81.966006,12105,Polk County,12
120159003929,POLK COUNTY SHERIFF'S CENTRAL CENTER,POLK,2390 BOB PHILLIPS RD,BARTOW,FL,33830,27.881411,-81.819562,12105,Polk County,41
120159004137,MCKEEL ACADEMY CENTRAL,POLK,411 FLORIDA AVE N,LAKELAND,FL,33801,28.048355,-81.956712,12105,Polk County,12
120159004178,LAKELAND MONTESSORI SCHOOL HOUSE,POLK,1124 LAKE PARKER AVE N,LAKELAND,FL,33805,28.058188,-81.94129,12105,Polk County,12
120159004179,RIDGE COMMUNITY HIGH SCHOOL,POLK,500 ORCHID DR,DAVENPORT,FL,33837,28.150272,-81.629326,12105,Polk County,21
120159004180,POLK VIRTUAL FRANCHISE,POLK,604 S. CENTRAL AVE,LAKELAND,FL,33815,28.037481,-81.973021,12105,Polk County,12
120159004185,HOSPITAL HOMEBOUND,POLK,1909 FLORAL AVE S,BARTOW,FL,33830,27.87546,-81.846336,12105,Polk County,31
120159004186,POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL,POLK,3425 WINTER LAKE RD,LAKELAND,FL,33803,27.990287,-81.889713,12105,Polk County,41
120159004188,BERKLEY ACCELERATED,POLK,5316 BERKLEY RD,AUBURNDALE,FL,33823,28.142158,-81.820769,12105,Polk County,21
120159004435,DANIEL JENKINS ACADEMY OF TECHNOLOGY MIDDLE SCHOOL,POLK,701 LEDWITH AVE,HAINES CITY,FL,33844,28.103075,-81.625925,12105,Polk County,21
120159004436,SANDHILL ELEMENTARY SCHOOL,POLK,1801 TYNER RD,HAINES CITY,FL,33844,28.042653,-81.561063,12105,Polk County,41
120159004437,RIDGEVIEW GLOBAL STUDIES ACADEMY,POLK,1000 DUNSON RD,DAVENPORT,FL,33896,28.246128,-81.646904,12105,Polk County,23
120159004438,LEWIS ANNA WOODBURY ELEMENTARY SCHOOL,POLK,610 CHARLESTON AVE S,FORT MEADE,FL,33841,27.744,-81.8025,12105,Polk County,32
120159004440,PINEWOOD ELEMENTARY SCHOOL,POLK,1400 GILBERT ST,EAGLE LAKE,FL,33839,27.9832,-81.7417,12105,Polk County,21
120159004441,BERKLEY ELEMENTARY SCHOOL,POLK,5240 BERKLEY RD,AUBURNDALE,FL,33823,28.140571,-81.820838,12105,Polk County,21
120159005337,SLEEPY HILL ELEMENTARY SCHOOL,POLK,2285 SLEEPY HILL RD,LAKELAND,FL,33810,28.094163,-81.995324,12105,Polk County,12
120159005338,HIGHLANDS GROVE ELEMENTARY SCHOOL,POLK,4510 LAKELAND HIGHLANDS RD,LAKELAND,FL,33813,27.983043,-81.921542,12105,Polk County,21
120159005341,SOUTH MCKEEL ACADEMY,POLK,2222 EDGEWOOD DR S,LAKELAND,FL,33803,28.01206,-81.914789,12105,Polk County,12
120159005342,PALMETTO ELEMENTARY SCHOOL,POLK,315 PALMETTO ST,POINCIANA,FL,34759,28.112912,-81.46037,12105,Polk County,23
120159005346,LAKE MARION CREEK MIDDLE SCHOOL,POLK,3055 LAKE MARION CREEK DR,POINCIANA,FL,34759,28.066236,-81.510953,12105,Polk County,31
120159005349,CHAIN OF LAKES COLLEGIATE HIGH,POLK,999 AVENUE H NE,WINTER HAVEN,FL,33881,28.031181,-81.714154,12105,Polk County,13
120159005350,VICTORY RIDGE ACADEMY,POLK,501 BURNS AVE,LAKE WALES,FL,33853,27.914637,-81.582814,12105,Polk County,21
120159005714,CHAIN OF LAKES ELEMENTARY SCHOOL,POLK,7001 STATE HIGHWAY 653,WINTER HAVEN,FL,33884,27.955941,-81.678201,12105,Polk County,13
120159006951,LAUREL ELEMENTARY SCHOOL,POLK,1851 LAUREL AVE,POINCIANA,FL,34759,28.075394,-81.488623,12105,Polk County,31
120159006968,BOK ACADEMY,POLK,13895 HWY 27,LAKE WALES,FL,33859,27.823952,-81.592563,12105,Polk County,41
120159007029,LAKE ALFRED POLYTECH ACADEMY,POLK,925 BUENA VISTA DR N,LAKE ALFRED,FL,33850,28.105469,-81.728299,12105,Polk County,21
120159007262,SPESSARD L HOLLAND ELEMENTARY,POLK,2342 EF GRIFFIN RD,BARTOW,FL,33830,27.94837,-81.868981,12105,Polk County,41
120159007310,TENOROC HIGH SCHOOL,POLK,4905 SADDLE CREEK RD,LAKELAND,FL,33801,28.0723,-81.8599,12105,Polk County,21
120159007399,HORIZONS ELEMENTARY SCHOOL,POLK,1700 FOREST LAKE DR,DAVENPORT,FL,33837,28.16663,-81.629417,12105,Polk County,21
120159007586,HAINES CITY HEADSTART CENTER,POLK,1008 AVENUE D,HAINES CITY,FL,33844,28.120291,-81.622871,12105,Polk County,21
120159007600,WINTER HAVEN HEAD START,POLK,135 AVENUE Y NE,WINTER HAVEN,FL,33881,28.049774,-81.725305,12105,Polk County,21
120159007686,POLK VIRTUAL INSTRUCTION PROGRAM,POLK,604 S. CENTRAL AVE,LAKELAND,FL,33815,28.037481,-81.973021,12105,Polk County,12
120159007728,LAKELAND MONTESSORI MIDDLE SCHOOL,POLK,1124 N. LAKE PARKER AVE,LAKELAND,FL,33805,28.058188,-81.94129,12105,Polk County,12
120159007835,TRANSITION SCHOOL,POLK,1860 GIBBONS ST E,BARTOW,FL,33830,27.886546,-81.823486,12105,Polk County,31
120159007899,NEW BEGINNINGS HIGH SCHOOL,POLK,250 MAGNOLIA AVE SW,WINTER HAVEN,FL,33880,28.05799,-81.734281,12105,Polk County,13
120159007906,POLK PRE-COLLEGIATE ACADEMY,POLK,114 NORTH TENNESSEE AVE,LAKELAND,FL,33801,28.044531,-81.956493,12105,Polk County,12
120159007992,FRESH START COMMUNITY SCHOOL,POLK,910 LOWRY AVE,LAKELAND,FL,33801,28.0323,-81.911631,12105,Polk County,21
120159007994,POLK COUNTY SHERIFFS REGIONAL DETENTION CENTER,POLK,2390 BOB PHILLIPS RD,BARTOW,FL,33830,27.881411,-81.819562,12105,Polk County,41
120159008234,MAGNOLIA MONTESSORI ACADEMY,POLK,815 S. CENTRAL AVE,LAKELAND,FL,33815,28.035192,-81.974164,12105,Polk County,12
120159008246,POLK STATE LAKELAND GATEWAY TO COLLEGE COLLEGIATE HIGH SCHO,POLK,3425 WINTER LAKE RD,LAKELAND,FL,33803,27.990287,-81.889713,12105,Polk County,41
120159008317,POLK FULL TIME ESCHOOL,POLK,604 S. CENTRAL AVE,LAKELAND,FL,33815,28.037481,-81.973021,12105,Polk County,12
120159008417,CITRUS RIDGE A CIVICS ACADEMY,POLK,1775 SAND MINE RD,DAVENPORT,FL,33897,28.308888,-81.661509,12105,Polk County,23
120159008455,REAL ACADEMY (REACHING EVERY ADOLESCENT LEARNER),POLK,951 MOUNT AIRY AVE,LAKELAND,FL,33801,28.031387,-81.910958,12105,Polk County,21
120159008461,POLK GRAD ACADEMY,POLK,910 LOWRY AVE,LAKELAND,FL,33801,28.0323,-81.911631,12105,Polk County,21
120159008515,DISCOVERY HIGH SCHOOL,POLK,1000 N BUENA VISTA DR,LAKE ALFRED,FL,33850,28.112377,-81.724902,12105,Polk County,41
120159008572,CYPRESS JUNCTION MONTESSORI,POLK,220 5TH ST SW,WINTER HAVEN,FL,33880,28.020192,-81.731892,12105,Polk County,13
120159008671,MATER ACADEMY DAVENPORT,POLK,318 RONALD REAGAN PKWY,DAVENPORT,FL,33896,28.240577,-81.562173,12105,Polk County,41
120159008680,NAVIGATOR ACADEMY OF LEADERSHIP DAVENPORT,POLK,495 HOLLY HILL RD,DAVENPORT,FL,33837,28.162209,-81.632905,12105,Polk County,21
120159008685,DAVENPORT HIGH SCHOOL,POLK,4525 CR 547 N,DAVENPORT,FL,33837,28.226603,-81.587891,12105,Polk County,23
120159008690,EDWARD W BOK ACADEMY NORTH,POLK,401 N 4TH STREET,LAKE WALES,FL,33853,27.907058,-81.585887,12105,Polk County,21
120159008701,RIDGE TECHNICAL ACADEMY,POLK,7700 STATE ROAD 544,WINTER HAVEN,FL,33881,28.076588,-81.654236,12105,Polk County,13
120159008708,GIBBONS STREET PK CENTER,POLK,1860 GIBBONS ST E,BARTOW,FL,33830,27.886546,-81.823486,12105,Polk County,31
120159008733,MAYNARD A TRAVISS TECHNICAL ACADEMY,POLK,3225 WINTER LAKE RD,LAKELAND,FL,33803,27.996231,-81.893238,12105,Polk County,41
120159008736,LANGUAGE & LITERACY ACADEMY FOR LEARNING,POLK,330 AVE C SE,WINTER HAVEN,FL,33880,28.018,-81.723512,12105,Polk County,13
120159008762,ECKERD CONNECTS,POLK,1140 N COMBEE RD,LAKELAND,FL,33801,28.057447,-81.908651,12105,Polk County,21
120159008768,DAVENPORT ELEMENTARY,POLK,8 W PALMETTO ST,DAVENPORT,FL,33837,28.156958,-81.600663,12105,Polk County,21
120159008950,WILLOW OAK SCHOOL,POLK,4815 BAILEY ROAD,MULBERRY,FL,33860,27.930139,-82.013037,12105,Polk County,21
120159008951,BELLA CITTA,POLK,1915 S FLORAL AVE,BARTOW,FL,33214,28.274783,-81.657935,12105,Polk County,23
120159008952,MI ESCUELA MONTESSORI,POLK,2130 E. EDGEWOOD DRIVE,LAKELAND,FL,33803,28.013598,-81.919179,12105,Polk County,12
120159009036,SOUTH POINTE ELEMENTARY,POLK,9525 STATE HWY 653,WINTER HAVEN,FL,33884,27.924821,-81.670102,12105,Polk County,41
120159009037,BRIDGEPREP ACADEMY OF POLK,POLK,9875 SW 72 STREET,MIAMI,FL,33173,28.320714,-81.658211,12105,Polk County,23
120159010699,ELEMENTARY - N LAKELAND,POLK,3315 KATHLEEN ROAD,LAKELAND,FL,33810,28.0851,-81.995,12105,Polk County,21
120159010700,SCENIC TERRACE K-8,POLK,2799 SR 17,HAINES CITY,FL,33844,28.076209,-81.62008,12105,Polk County,21
120159010702,ECKERD CONNECTS STRIVE ACADEMY,POLK,1140 N COMBREE RD,LAKELAND,FL,33801,28.057447,-81.908651,12105,Polk County,21
120159010808,RCMA MULBERRY COMMUNITY ACADEMY,POLK,4438 ACADEMY DR,MULBERRY,FL,33860,27.925164,-82.036607,12105,Polk County,41
120159010809,MATER ACADEMY DAVENPORT MIDDLE SCHOOL,POLK,318 RONALD REAGAN PARKWAY,DAVENPORT,FL,33896,28.240577,-81.562173,12105,Polk County,41
120171001179,INDIAN TRAILS MIDDLE SCHOOL,SEMINOLE,415 TUSKAWILLA RD,WINTER SPRINGS,FL,32708,28.6875,-81.2638,12117,Seminole County,21
120171001862,BEAR LAKE ELEMENTARY SCHOOL,SEMINOLE,3399 GLEAVES CT,APOPKA,FL,32703,28.666639,-81.448895,12117,Seminole County,21
120171001863,ENGLISH ESTATES ELEMENTARY SCHOOL,SEMINOLE,299 OXFORD RD,FERN PARK,FL,32730,28.649005,-81.340284,12117,Seminole County,21
120171001864,GENEVA ELEMENTARY SCHOOL,SEMINOLE,275 1ST ST,GENEVA,FL,32732,28.738553,-81.114352,12117,Seminole County,41
120171001866,LAKE MARY ELEMENTARY SCHOOL,SEMINOLE,132 S COUNTRY CLUB RD,LAKE MARY,FL,32746,28.7549,-81.3234,12117,Seminole County,21
120171001867,LONGWOOD ELEMENTARY SCHOOL,SEMINOLE,840 ORANGE AVE,LONGWOOD,FL,32750,28.703209,-81.330963,12117,Seminole County,21
120171001868,MILWEE MIDDLE SCHOOL,SEMINOLE,1341 S RONALD REAGAN BLVD,LONGWOOD,FL,32750,28.680725,-81.346545,12117,Seminole County,21
120171001869,LAWTON ELEMENTARY SCHOOL,SEMINOLE,151 GRAHAM AVE,OVIEDO,FL,32765,28.668109,-81.210268,12117,Seminole County,21
120171001870,PINE CREST ELEMENTARY SCHOOL,SEMINOLE,405 W 27TH ST,SANFORD,FL,32773,28.777365,-81.26948,12117,Seminole County,13
120171001871,SANFORD MIDDLE SCHOOL,SEMINOLE,1700 S FRENCH AVE,SANFORD,FL,32771,28.7969,-81.2747,12117,Seminole County,13
120171001872,SEMINOLE HIGH SCHOOL,SEMINOLE,2701 RIDGEWOOD AVE,SANFORD,FL,32773,28.779445,-81.283002,12117,Seminole County,13
