NCESSCH,NAME,district,STREET,CITY,STATE,ZIP,LAT,LON,CNTY,NMCNTY,LOCALE
120171001873,MILLENNIUM MIDDLE SCHOOL,SEMINOLE,2330 E SR 46,SANFORD,FL,32771,28.78765,-81.242686,12117,Seminole County,21
120171001874,SOUTH SEMINOLE MIDDLE SCHOOL,SEMINOLE,101 S WINTER PARK DR,CASSELBERRY,FL,32707,28.660449,-81.319586,12117,Seminole County,21
120171001875,CASSELBERRY ELEMENTARY SCHOOL,SEMINOLE,1075 CRYSTAL BOWL CIR,CASSELBERRY,FL,32707,28.661007,-81.317297,12117,Seminole County,21
120171001877,WILSON ELEMENTARY SCHOOL,SEMINOLE,985 S ORANGE BLVD,SANFORD,FL,32771,28.801729,-81.362341,12117,Seminole County,21
120171001879,GOLDSBORO ELEMENTARY MAGNET,SEMINOLE,1300 W 20TH ST,SANFORD,FL,32771,28.795652,-81.282475,12117,Seminole County,13
120171001881,JACKSON HEIGHTS MIDDLE SCHOOL,SEMINOLE,41 ACADEMY AVE,OVIEDO,FL,32765,28.668189,-81.195055,12117,Seminole County,21
120171001882,MIDWAY ELEMENTARY SCHOOL,SEMINOLE,2368 BRISSON AVE,SANFORD,FL,32771,28.788551,-81.240598,12117,Seminole County,21
120171001883,ENDEAVOR SCHOOL,SEMINOLE,3010 OLD LAKE MARY RD,LAKE MARY,FL,32746,28.773891,-81.307622,12117,Seminole County,21
120171001884,WINTER SPRINGS ELEMENTARY SCHOOL,SEMINOLE,701 W STATE ROAD 434,WINTER SPRINGS,FL,32708,28.696858,-81.312483,12117,Seminole County,21
120171001885,SPRING LAKE ELEMENTARY SCHOOL,SEMINOLE,695 ORANGE AVE,ALTAMONTE SPRINGS,FL,32714,28.659801,-81.410045,12117,Seminole County,21
120171001886,OVIEDO HIGH SCHOOL,SEMINOLE,601 KING ST,OVIEDO,FL,32765,28.6732,-81.2185,12117,Seminole County,21
120171001887,LYMAN HIGH SCHOOL,SEMINOLE,865 S RONALD REAGAN BLVD,LONGWOOD,FL,32750,28.687316,-81.344086,12117,Seminole County,21
120171001888,LAKE BRANTLEY HIGH SCHOOL,SEMINOLE,991 SAND LAKE RD,ALTAMONTE SPRINGS,FL,32714,28.681886,-81.422562,12117,Seminole County,21
120171001889,TEAGUE MIDDLE SCHOOL,SEMINOLE,1350 MCNEIL RD,ALTAMONTE SPRINGS,FL,32714,28.65721,-81.43664,12117,Seminole County,21
120171001890,FOREST CITY ELEMENTARY SCHOOL,SEMINOLE,1010 SAND LAKE RD,ALTAMONTE SPRINGS,FL,32714,28.678157,-81.424586,12117,Seminole County,21
120171001891,RED BUG ELEMENTARY SCHOOL,SEMINOLE,4000 RED BUG LAKE RD,CASSELBERRY,FL,32707,28.648956,-81.28238,12117,Seminole County,21
120171001892,IDYLLWILDE ELEMENTARY SCHOOL,SEMINOLE,430 VIHLEN RD,SANFORD,FL,32771,28.792284,-81.309365,12117,Seminole County,21
120171001893,EASTBROOK ELEMENTARY SCHOOL,SEMINOLE,5525 TANGERINE AVE,WINTER PARK,FL,32792,28.620671,-81.293785,12117,Seminole County,21
120171001894,TUSKAWILLA MIDDLE SCHOOL,SEMINOLE,1801 TUSKAWILLA RD,OVIEDO,FL,32765,28.634123,-81.264737,12117,Seminole County,21
120171001895,LAKE HOWELL HIGH SCHOOL,SEMINOLE,4200 DIKE RD,WINTER PARK,FL,32792,28.637631,-81.273584,12117,Seminole County,21
120171001896,ALTAMONTE ELEMENTARY SCHOOL,SEMINOLE,525 PINEVIEW ST,ALTAMONTE SPRINGS,FL,32701,28.680908,-81.37174,12117,Seminole County,21
120171001897,SABAL POINT ELEMENTARY SCHOOL,SEMINOLE,960 WEKIVA SPRINGS RD,LONGWOOD,FL,32779,28.703792,-81.418762,12117,Seminole County,21
120171001898,WOODLANDS ELEMENTARY SCHOOL,SEMINOLE,1420 EE WILLIAMSON RD,LONGWOOD,FL,32750,28.715923,-81.371411,12117,Seminole County,21
120171001899,LAKE ORIENTA ELEMENTARY SCHOOL,SEMINOLE,612 NEWPORT AVE,ALTAMONTE SPRINGS,FL,32701,28.648131,-81.371309,12117,Seminole County,21
120171001900,STERLING PARK ELEMENTARY SCHOOL,SEMINOLE,905 EAGLE CIR S,CASSELBERRY,FL,32707,28.652388,-81.304738,12117,Seminole County,21
120171001901,WEKIVA ELEMENTARY SCHOOL,SEMINOLE,1450 E WEKIVA TRL,LONGWOOD,FL,32779,28.687973,-81.440262,12117,Seminole County,21
120171001997,RAINBOW ELEMENTARY SCHOOL,SEMINOLE,1412 RAINBOW TRL,WINTER SPRINGS,FL,32708,28.653459,-81.253349,12117,Seminole County,21
120171002103,ROCK LAKE MIDDLE SCHOOL,SEMINOLE,250 SLADE DR,LONGWOOD,FL,32750,28.705046,-81.371171,12117,Seminole County,21
120171002261,LAKE MARY HIGH SCHOOL,SEMINOLE,655 LONGWOOD LAKE MARY RD,LAKE MARY,FL,32746,28.736651,-81.336695,12117,Seminole County,21
120171002410,KEETH ELEMENTARY SCHOOL,SEMINOLE,425 TUSKAWILLA RD,WINTER SPRINGS,FL,32708,28.685344,-81.263881,12117,Seminole County,21
120171002464,HAMILTON ELEMENTARY SCHOOL,SEMINOLE,1501 E 8TH ST,SANFORD,FL,32771,28.804832,-81.253135,12117,Seminole County,13
120171002533,CROOMS ACADEMY OF INFORMATION TECHNOLOGY,SEMINOLE,2200 W 13TH ST,SANFORD,FL,32771,28.801726,-81.29007,12117,Seminole County,13
120171002534,GREENWOOD LAKES MIDDLE SCHOOL,SEMINOLE,601 LAKE PARK DR,LAKE MARY,FL,32746,28.7357,-81.3407,12117,Seminole County,21
120171002535,HOSPITAL HOMEBOUND PROGRAM,SEMINOLE,400 E LAKE MARY BLVD,SANFORD,FL,32773,28.75788,-81.284129,12117,Seminole County,13
120171002636,STENSTROM ELEMENTARY SCHOOL,SEMINOLE,1800 ALAFAYA WOODS BLVD,OVIEDO,FL,32765,28.654003,-81.191011,12117,Seminole County,21
120171002905,HEATHROW ELEMENTARY SCHOOL,SEMINOLE,5715 MARKHAM WOODS RD,LAKE MARY,FL,32746,28.782975,-81.382939,12117,Seminole County,21
120171002906,PARTIN ELEMENTARY SCHOOL,SEMINOLE,1500 TWIN RIVERS BLVD,OVIEDO,FL,32766,28.6497,-81.1562,12117,Seminole County,21
120171002964,TAPP CHILDCARE CENTER,SEMINOLE,1211 S MELLONVILLE AVE,SANFORD,FL,32771,28.802675,-81.25452,12117,Seminole County,13
120171003125,HIGHLANDS ELEMENTARY SCHOOL,SEMINOLE,1600 SHEPARD RD,WINTER SPRINGS,FL,32708,28.716543,-81.317692,12117,Seminole County,21
120171003126,CARILLON ELEMENTARY SCHOOL,SEMINOLE,3200 LOCKWOOD BLVD,OVIEDO,FL,32765,28.625618,-81.181954,12117,Seminole County,21
120171003268,HOPPER CENTER,SEMINOLE,3010 OLD LAKE MARY RD,LAKE MARY,FL,32746,28.773891,-81.307622,12117,Seminole County,21
120171003269,WICKLOW ELEMENTARY SCHOOL,SEMINOLE,100 PLACID LAKE DR,SANFORD,FL,32773,28.779463,-81.294899,12117,Seminole County,13
120171003270,WINTER SPRINGS HIGH SCHOOL,SEMINOLE,130 TUSKAWILLA RD,WINTER SPRINGS,FL,32708,28.703862,-81.265473,12117,Seminole County,21
120171003510,SCPS CONSEQUENCE UNIT,SEMINOLE,1151 E 28TH ST,SANFORD,FL,32773,28.776996,-81.255173,12117,Seminole County,13
120171003668,JOHN POLK ALTERNATIVE SCHOOL,SEMINOLE,400 E LAKE MARY BLVD,SANFORD,FL,32773,28.748076,-81.299633,12117,Seminole County,13
120171003801,BENTLEY ELEMENTARY SCHOOL,SEMINOLE,2190 S OREGON AVE,SANFORD,FL,32771,28.794735,-81.330415,12117,Seminole County,13
120171003802,UCP SEMINOLE CHILD DEVELOPMENT,SEMINOLE,756 N SUN DR,LAKE MARY,FL,32746,28.758111,-81.351246,12117,Seminole County,21
120171003803,CHOICES IN LEARNING CHARTER,SEMINOLE,1100 EAST STATE ROAD 434,WINTER SPRINGS,FL,32708,28.705858,-81.271455,12117,Seminole County,21
120171003804,CONTRACTED SERVICES,SEMINOLE,400 E LAKE MARY BLVD,SANFORD,FL,32773,28.75788,-81.284129,12117,Seminole County,13
120171004009,WALKER ELEMENTARY SCHOOL,SEMINOLE,3101 SNOW HILL RD,CHULUOTA,FL,32766,28.647855,-81.127912,12117,Seminole County,21
120171004010,LAYER ELEMENTARY SCHOOL,SEMINOLE,4201 SR 419,WINTER SPRINGS,FL,32708,28.706657,-81.29368,12117,Seminole County,41
120171004449,EVANS ELEMENTARY SCHOOL,SEMINOLE,100 E CHAPMAN RD,OVIEDO,FL,32765,28.642082,-81.204944,12117,Seminole County,21
120171004450,CHILES MIDDLE SCHOOL,SEMINOLE,1240 SANCTUARY DR,OVIEDO,FL,32766,28.653018,-81.154986,12117,Seminole County,21
120171005390,MARKHAM WOODS MIDDLE SCHOOL,SEMINOLE,6003 MARKHAM WOODS RD,LAKE MARY,FL,32746,28.7853,-81.3829,12117,Seminole County,21
120171005391,CRYSTAL LAKE ELEMENTARY SCHOOL,SEMINOLE,231 RINEHART RD,LAKE MARY,FL,32746,28.761809,-81.344176,12117,Seminole County,21
120171005736,HAGERTY HIGH SCHOOL,SEMINOLE,3225 LOCKWOOD BLVD,OVIEDO,FL,32765,28.625209,-81.178051,12117,Seminole County,21
120171007695,SEMINOLE VIRTUAL INSTRUCTION PROGRAM (SVIP),SEMINOLE,400 E LAKE MARY BLVD,SANFORD,FL,32773,28.73574,-81.362911,12117,Seminole County,21
120171007703,SEMINOLE COUNTY VIRTUAL FRANCHISE (SCVS),SEMINOLE,450 TECHNOLOGY PARK,LAKE MARY,FL,32746,28.73574,-81.362911,12117,Seminole County,21
120171007721,JOURNEYS ACADEMY,SEMINOLE,1722 W AIRPORT BLVD,SANFORD,FL,32771,28.787471,-81.295548,12117,Seminole County,13
120171007937,GALILEO SCHOOL FOR GIFTED LEARNING,SEMINOLE,3900 E STATE ROAD 46,SANFORD,FL,32771,28.787743,-81.217534,12117,Seminole County,21
120171008113,SEMINOLE ACADEMY OF DIGITAL LEARNING,SEMINOLE,450 TECHNOLOGY PARK,LAKE MARY,FL,32746,28.73574,-81.362911,12117,Seminole County,21
120171008121,SEMINOLE COUNTY DETENTION CENTER,SEMINOLE,400 E LAKE MARY BLVD,SANFORD,FL,32773,28.748039,-81.294594,12117,Seminole County,13
120171008303,SCPS EARLY LEARNING CENTER,SEMINOLE,1101 BAY AVE,SANFORD,FL,32771,28.802006,-81.257015,12117,Seminole County,13
120171008494,SEMINOLE SCIENCE CHARTER SCHOOL,SEMINOLE,3580 N US HIGHWAY 17-92,LAKE MARY,FL,32746,28.73503,-81.306998,12117,Seminole County,21
120171008899,GALILEO SCHOOL FOR GIFTED LEARNING SKYWAY,SEMINOLE,3755 SKYWAY DR,SANFORD,FL,32773,28.756394,-81.221954,12117,Seminole County,41
120171009042,ELEVATION HIGH SCHOOL,SEMINOLE,4243 N US HIGHWAY 17-92,SANFORD,FL,32773,28.740717,-81.298908,12117,Seminole County,13
