state_school_id,school_name,nces_id,district,county,school_type,latitude,longitude,geocode_address
530621,LAKE SHIPP ELEMENTARY SCHOOL,120159001733,POLK,POLK,Elementary,27.997712,-81.750086,"250 CAMELLIA DR, WINTER HAVEN, FL 33880"
530631,JOHN SNIVELY ELEMENTARY,120159001734,POLK,POLK,Elementary,27.986319,-81.731942,"848 SNIVELY AVE, ELOISE, FL 33880"
530651,LAKE ALFRED ELEMENTARY SCHOOL,120159001735,POLK,POLK,Elementary,28.08886,-81.721694,"550 CUMMINGS ST E, LAKE ALFRED, FL 33850"
530681,WAHNETA ELEMENTARY SCHOOL,120159001737,POLK,POLK,Elementary,27.95376,-81.72179,"205 4TH ST E, WINTER HAVEN, FL 33880"
530711,JEWETT MIDDLE ACADEMY MAGNET,120159001739,POLK,POLK,Middle/Junior,28.044912,-81.71913,"601 MARTIN LUTHER KING JR BLVD NE, WINTER HAVEN, FL 33881"
530712,JEWETT SCHOOL OF THE ARTS,120159001740,POLK,POLK,Combination,28.046603,-81.716656,"2250 8TH ST NE, WINTER HAVEN, FL 33881"
530791,FORT MEADE MIDDLE/SENIOR HIGH SCHOOL,120159001743,POLK,POLK,Combination,27.760769,-81.783007,"700 EDGEWOOD DR N, FORT MEADE, FL 33841"
530802,LEWIS ANNA WOODBURY ELEMENTARY SCHOOL,120159004438,POLK,POLK,Elementary,27.744,-81.8025,"610 CHARLESTON AVE S, FORT MEADE, FL 33841"
530811,AUBURNDALE SENIOR HIGH SCHOOL,120159001745,POLK,POLK,Senior High,28.072287,-81.785864,"1 BLOODHOUND TRL, AUBURNDALE, FL 33823"
530821,JERE L. STAMBAUGH MIDDLE,120159002456,POLK,POLK,Middle/Junior,28.070834,-81.788055,"226 MAIN ST N, AUBURNDALE, FL 33823"
530841,LENA VISTA ELEMENTARY SCHOOL,120159001748,POLK,POLK,Elementary,28.069917,-81.818703,"925 BERKLEY RD, AUBURNDALE, FL 33823"
530851,AUBURNDALE CENTRAL ELEMENTARY SCHOOL,120159001749,POLK,POLK,Elementary,28.0605,-81.788,"320 LEMON ST, AUBURNDALE, FL 33823"
530861,WALTER CALDWELL ELEMENTARY SCHOOL,120159001750,POLK,POLK,Elementary,28.071181,-81.775603,"141 DAIRY RD, AUBURNDALE, FL 33823"
530881,POLK CITY ELEMENTARY SCHOOL,120159001752,POLK,POLK,Elementary,28.1818,-81.8234,"125 BOUGAINVILLEA AVE S, POLK CITY, FL 33868"
530901,BARTOW SENIOR HIGH SCHOOL,120159001753,POLK,POLK,Senior High,27.883881,-81.842397,"1270 BROADWAY AVE S, BARTOW, FL 33830"
530925,DAVENPORT ELEMENTARY,120159008768,POLK,POLK,Elementary,28.156958,-81.600663,"8 W PALMETTO ST, DAVENPORT, FL 33837"
530931,BARTOW MIDDLE SCHOOL,120159001754,POLK,POLK,Middle/Junior,27.879723,-81.840351,"550 CLOWER ST E, BARTOW, FL 33830"
530933,CHAIN OF LAKES ELEMENTARY SCHOOL,120159005714,POLK,POLK,Elementary,27.955941,-81.678201,"7001 STATE HIGHWAY 653, WINTER HAVEN, FL 33884"
530937,RIDGE COMMUNITY HIGH SCHOOL,120159004179,POLK,POLK,Senior High,28.150272,-81.629326,"500 ORCHID DR, DAVENPORT, FL 33837"
530941,BARTOW ELEMENTARY ACADEMY,120159001755,POLK,POLK,Elementary,27.89291,-81.841095,"590 WILSON AVE S, BARTOW, FL 33830"
530961,FLORAL AVENUE ELEMENTARY SCHOOL,120159001756,POLK,POLK,Elementary,27.8816,-81.8444,"1530 FLORAL AVE S, BARTOW, FL 33830"
530971,UNION ACADEMY,120159002457,POLK,POLK,Middle/Junior,27.892955,-81.821384,"1795 WABASH ST E, BARTOW, FL 33830"
531032,CITRUS RIDGE A CIVICS ACADEMY,120159008417,POLK,POLK,Combination,28.308888,-81.661509,"1775 SAND MINE RD, DAVENPORT, FL 33897"
531041,ALTURAS ELEMENTARY SCHOOL,120159001760,POLK,POLK,Elementary,27.872408,-81.712729,"420 4TH ST, ALTURAS, FL 33820"
531051,TENOROC HIGH SCHOOL,120159007310,POLK,POLK,Senior High,28.0723,-81.8599,"4905 SADDLE CREEK RD, LAKELAND, FL 33801"
531061,HIGHLAND CITY ELEMENTARY SCHOOL,120159001761,POLK,POLK,Elementary,27.966143,-81.883797,"5355 9TH STREET SE, HIGHLAND CITY, FL 33846"
531131,MULBERRY SENIOR HIGH SCHOOL,120159001762,POLK,POLK,Senior High,27.90054,-81.959785,"4TH CIRCLE NE, MULBERRY, FL 33860"
531141,PURCELL ELEMENTARY SCHOOL,120159001763,POLK,POLK,Elementary,27.897353,-81.972316,"305 1ST AVE NE, MULBERRY, FL 33860"
531161,MULBERRY MIDDLE SCHOOL,120159001765,POLK,POLK,Middle/Junior,27.890862,-81.964808,"500 DR MLK JR AVE SE, MULBERRY, FL 33860"
531181,KATHLEEN SENIOR HIGH SCHOOL,120159001766,POLK,POLK,Senior High,28.057368,-81.996099,"1100 RED DEVIL WAY, LAKELAND, FL 33815"
531191,KATHLEEN MIDDLE SCHOOL,120159001767,POLK,POLK,Middle/Junior,28.125318,-82.019483,"3627 KATHLEEN PNES, LAKELAND, FL 33810"
531221,KATHLEEN ELEMENTARY SCHOOL,120159001768,POLK,POLK,Elementary,28.127014,-82.018106,"3515 SHERETZ RD, LAKELAND, FL 33810"
531231,GRIFFIN ELEMENTARY SCHOOL,120159001769,POLK,POLK,Elementary,28.0851,-81.995,"3315 KATHLEEN RD, LAKELAND, FL 33810"
531241,JESSE KEEN ELEMENTARY SCHOOL,120159001770,POLK,POLK,Elementary,28.034579,-81.988839,"815 PLATEAU AVE, LAKELAND, FL 33815"
531251,WINSTON ACADEMY OF ENGINEERING,120159001771,POLK,POLK,Elementary,28.055547,-82.014292,"3415 SWINDELL RD, LAKELAND, FL 33810"
531271,SLEEPY HILL ELEMENTARY SCHOOL,120159005337,POLK,POLK,Elementary,28.094163,-81.995324,"2285 SLEEPY HILL RD, LAKELAND, FL 33810"
531281,HIGHLANDS GROVE ELEMENTARY SCHOOL,120159005338,POLK,POLK,Elementary,27.983043,-81.921542,"4510 LAKELAND HIGHLANDS RD, LAKELAND, FL 33813"
531341,MCLAUGHLIN ACADEMY OF EXCELLENCE,120159001773,POLK,POLK,Combination,27.887781,-81.584649,"800 4TH ST S, LAKE WALES, FL 33853"
531351,POLK AVENUE ELEMENTARY SCHOOL,120159001774,POLK,POLK,Elementary,27.896097,-81.588141,"110 POLK AVE E, LAKE WALES, FL 33853"
531361,HILLCREST ELEMENTARY SCHOOL,120159001775,POLK,POLK,Elementary,27.894959,-81.56761,"1051 STATE ROAD 60 E, LAKE WALES, FL 33853"
531362,HORIZONS ELEMENTARY SCHOOL,120159007399,POLK,POLK,Elementary,28.16663,-81.629417,"1700 FOREST LAKE DR, DAVENPORT, FL 33837"
531371,SPOOK HILL ELEMENTARY SCHOOL,120159001776,POLK,POLK,Elementary,27.910815,-81.584083,"321 DR JA WILTSHIRE AVE E, LAKE WALES, FL 33853"
531401,JANIE HOWARD WILSON SCHOOL,120159001778,POLK,POLK,Elementary,27.917774,-81.594042,"306 FLORIDA AVE, LAKE WALES, FL 33853"
531421,DALE R FAIR BABSON PARK ELEMENTARY,120159001779,POLK,POLK,Elementary,27.832412,-81.52727,"815 SCENIC HWY N, BABSON PARK, FL 33827"
531441,WILLOW OAK SCHOOL,120159008950,POLK,POLK,Elementary,27.930139,-82.013037,"4815 BAILEY ROAD, MULBERRY, FL 33860"
531451,EDGAR L. PADGETT ELEMENTARY,120159001780,POLK,POLK,Elementary,28.121766,-81.955128,"110 LEELON RD, LAKELAND, FL 33809"
531501,CRYSTAL LAKE MIDDLE SCHOOL,120159001782,POLK,POLK,Middle/Junior,28.028723,-81.9118,"2410 CRYSTAL LAKE DR N, LAKELAND, FL 33801"
531521,OSCAR J. POPE ELEMENTARY SCHOOL,120159001783,POLK,POLK,Elementary,28.0123,-81.904658,"2730 MAINE AVE, LAKELAND, FL 33801"
531601,BOK ACADEMY,120159006968,POLK,POLK,Middle/Junior,27.823952,-81.592563,"13895 HWY 27, LAKE WALES, FL 33859"
531611,LAUREL ELEMENTARY SCHOOL,120159006951,POLK,POLK,Elementary,28.075394,-81.488623,"1851 LAUREL AVE, POINCIANA, FL 34759"
531621,EDWARD W BOK ACADEMY NORTH,120159008690,POLK,POLK,Middle/Junior,27.907058,-81.585887,"401 N 4TH STREET, LAKE WALES, FL 33853"
531662,LAKE ALFRED POLYTECH ACADEMY,120159007029,POLK,POLK,Middle/Junior,28.105469,-81.728299,"925 BUENA VISTA DR N, LAKE ALFRED, FL 33850"
531671,MCKEEL ACADEMY OF TECHNOLOGY,120159001785,POLK,POLK,Combination,28.049843,-81.984249,"1810 PARKER ST W, LAKELAND, FL 33815"
531681,SCOTT LAKE ELEMENTARY SCHOOL,120159001786,POLK,POLK,Elementary,27.954411,-81.945105,"1140 COUNTY ROAD 540A E, LAKELAND, FL 33813"
531682,MCKEEL ACADEMY CENTRAL,120159004137,POLK,POLK,Elementary,28.048355,-81.956712,"411 FLORIDA AVE N, LAKELAND, FL 33801"
531692,SOUTH MCKEEL ACADEMY,120159005341,POLK,POLK,Elementary,28.01206,-81.914789,"2222 EDGEWOOD DR S, LAKELAND, FL 33803"
531701,EAGLE LAKE ELEMENTARY SCHOOL,120159001788,POLK,POLK,Elementary,27.973936,-81.765316,"400 CRYSTAL BEACH RD, EAGLE LAKE, FL 33839"
531702,PALMETTO ELEMENTARY SCHOOL,120159005342,POLK,POLK,Elementary,28.112912,-81.46037,"315 PALMETTO ST, POINCIANA, FL 34759"
531711,GARDEN GROVE ELEMENTARY SCHOOL,120159001789,POLK,POLK,Elementary,27.991009,-81.661559,"4599 CYPRESS GARDENS RD, WINTER HAVEN, FL 33884"
531721,LAKE WALES SENIOR HIGH SCHOOL,120159001790,POLK,POLK,Senior High,27.916765,-81.579455,"1 HIGHLANDER WAY, LAKE WALES, FL 33853"
531731,PINEWOOD ELEMENTARY SCHOOL,120159004440,POLK,POLK,Elementary,27.9832,-81.7417,"1400 GILBERT ST, EAGLE LAKE, FL 33839"
531751,JAMES E. STEPHENS ACADEMY,120159001791,POLK,POLK,Elementary,27.909966,-81.856193,"1350 MAPLE AVE N, BARTOW, FL 33830"
531761,LAKE GIBSON MIDDLE SCHOOL,120159001792,POLK,POLK,Middle/Junior,28.129271,-81.954518,"6901 SOCRUM LOOP RD N, LAKELAND, FL 33809"
531762,LAKE GIBSON SENIOR HIGH SCHOOL,120159002405,POLK,POLK,Senior High,28.134215,-81.955351,"7007 SOCRUM LOOP RD N, LAKELAND, FL 33809"
531771,LAKELAND HIGHLANDS MIDDLE SCHOOL,120159001793,POLK,POLK,Middle/Junior,27.975786,-81.951239,"740 LAKE MIRIAM DR, LAKELAND, FL 33813"
531781,DUNDEE ELEMENTARY ACADEMY,120159001794,POLK,POLK,Elementary,28.02672,-81.618153,"215 FREDERICK AVE, DUNDEE, FL 33838"
531791,HAINES CITY SENIOR HIGH SCHOOL,120159001795,POLK,POLK,Senior High,28.09853,-81.608192,"2800 HORNET DR, HAINES CITY, FL 33844"
531801,FROSTPROOF MIDDLE/SENIOR HIGH,120159001796,POLK,POLK,Combination,27.760863,-81.533293,"1000  PALM AVE N, FROSTPROOF, FL 33843"
531811,CLARENCE BOSWELL ELEMENTARY SCHOOL,120159002401,POLK,POLK,Elementary,28.035615,-81.826272,"2820 K VILLE AVE, AUBURNDALE, FL 33823"
531821,JAMES W. SIKES ELEMENTARY SCHOOL,120159002404,POLK,POLK,Elementary,27.939361,-81.999897,"2727 SHEPHERD RD, LAKELAND, FL 33811"
531831,LAKE MARION CREEK MIDDLE SCHOOL,120159005346,POLK,POLK,Middle/Junior,28.066236,-81.510953,"3055 LAKE MARION CREEK DR, POINCIANA, FL 34759"
531841,R. CLEM CHURCHWELL ELEMENTARY SCHOOL,120159002480,POLK,POLK,Elementary,28.149094,-81.988658,"8201 PARK BYRD RD, LAKELAND, FL 33810"
531851,DR. NE ROBERTS ELEMENTARY SCHOOL,120159003926,POLK,POLK,Elementary,28.126405,-81.987535,"6600 GREEN RD, LAKELAND, FL 33810"
531861,ROSABELLE W. BLAKE ACADEMY,120159003927,POLK,POLK,Combination,28.038458,-81.966006,"510 HARTSELL AVE, LAKELAND, FL 33815"
531881,WENDELL WATSON ELEMENTARY SCHOOL,120159002893,POLK,POLK,Elementary,28.1308,-81.9231,"6800 WALT WILLIAMS RD, LAKELAND, FL 33809"
531891,VALLEYVIEW ELEMENTARY SCHOOL,120159002894,POLK,POLK,Elementary,27.953987,-81.91021,"2900 STATE RD 540A E, LAKELAND, FL 33813"
531901,SOCRUM ELEMENTARY SCHOOL,120159002895,POLK,POLK,Elementary,28.169178,-82.016174,"9400 OLD DADE CITY RD, LAKELAND, FL 33810"
531908,SPESSARD L HOLLAND ELEMENTARY,120159007262,POLK,POLK,Elementary,27.94837,-81.868981,"2342 EF GRIFFIN RD, BARTOW, FL 33830"
531921,"FROSTPROOF BEN HILL GRIFFIN, JR ELEMENTARY SCHOOL",120159001982,POLK,POLK,Elementary,27.765176,-81.535792,"501 MCLEOD RD, FROSTPROOF, FL 33843"
531931,GEORGE W. JENKINS SENIOR HIGH,120159001985,POLK,POLK,Senior High,27.957476,-81.919256,"6000 LAKELAND HIGHLANDS RD, LAKELAND, FL 33813"
531941,LOUGHMAN OAKS ELEMENTARY SCHOOL,120159001043,POLK,POLK,Elementary,28.218471,-81.568763,"4600 US HWY 17- 92 N, DAVENPORT, FL 33837"
531951,BERKLEY ELEMENTARY SCHOOL,120159004441,POLK,POLK,Elementary,28.140571,-81.820838,"5240 BERKLEY RD, AUBURNDALE, FL 33823"
531961,DISCOVERY ACADEMY OF LAKE ALFRED,120159003112,POLK,POLK,Middle/Junior,28.108388,-81.729032,"1000 BUENA VISTA DR N, LAKE ALFRED, FL 33850"
531971,SLEEPY HILL MIDDLE SCHOOL,120159003655,POLK,POLK,Middle/Junior,28.0933,-81.9922,"2215 SLEEPY HILL RD, LAKELAND, FL 33810"
531981,DUNDEE RIDGE MIDDLE ACADEMY,120159003656,POLK,POLK,Middle/Junior,28.016483,-81.596851,"5555 LAKE TRASK RD, DUNDEE, FL 33838"
531991,LAKE REGION HIGH SCHOOL,120159003016,POLK,POLK,Senior High,27.980503,-81.748308,"1995 THUNDER RD, EAGLE LAKE, FL 33839"
532002,DAVENPORT HIGH SCHOOL,120159008685,POLK,POLK,Senior High,28.226603,-81.587891,"4525 CR 547 N, DAVENPORT, FL 33837"
532003,BELLA CITTA,120159008951,POLK,POLK,Combination,28.274783,-81.657935,"1915 S FLORAL AVE, BARTOW, FL 33214"
537023,POLK FULL TIME ESCHOOL,120159008317,POLK,POLK,Combination,28.037481,-81.973021,"604 S. CENTRAL AVE, LAKELAND, FL 33815"
538003,POLK STATE LAKELAND GATEWAY TO COLLEGE COLLEGIATE HIGH SCHOOL,120159008246,POLK,POLK,Senior High,27.990287,-81.889713,"3425 WINTER LAKE RD, LAKELAND, FL 33803"
538005,MAGNOLIA MONTESSORI ACADEMY,120159008234,POLK,POLK,Combination,28.035192,-81.974164,"815 S. CENTRAL AVE, LAKELAND, FL 33815"
538007,NAVIGATOR ACADEMY OF LEADERSHIP DAVENPORT,120159008680,POLK,POLK,Combination,28.162209,-81.632905,"495 HOLLY HILL RD, DAVENPORT, FL 33837"
538009,BRIDGEPREP ACADEMY OF POLK,120159009037,POLK,POLK,Combination,28.320714,-81.658211,"9875 SW 72 STREET, MIAMI, FL 33173"
538010,MATER ACADEMY DAVENPORT,120159008671,POLK,POLK,Elementary,28.240577,-81.562173,"318 RONALD REAGAN PKWY, DAVENPORT, FL 33896"
538020,MATER ACADEMY DAVENPORT MIDDLE SCHOOL,120159010809,POLK,POLK,Middle/Junior,28.240577,-81.562173,"318 RONALD REAGAN PARKWAY, DAVENPORT, FL 33896"
538121,HARTRIDGE ACADEMY,120159003788,POLK,POLK,Elementary,28.070444,-81.746786,"1400 US HIGHWAY 92 W, WINTER HAVEN, FL 33881"
538131,POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL,120159004186,POLK,POLK,Senior High,27.990287,-81.889713,"3425 WINTER LAKE RD, LAKELAND, FL 33803"
538133,CHAIN OF LAKES COLLEGIATE HIGH,120159005349,POLK,POLK,Senior High,28.031181,-81.714154,"999 AVENUE H NE, WINTER HAVEN, FL 33881"
538141,LAKELAND MONTESSORI SCHOOL HOUSE,120159004178,POLK,POLK,Combination,28.058188,-81.94129,"1124 LAKE PARKER AVE N, LAKELAND, FL 33805"
538142,BERKLEY ACCELERATED,120159004188,POLK,POLK,Combination,28.142158,-81.820769,"5316 BERKLEY RD, AUBURNDALE, FL 33823"
538171,CYPRESS JUNCTION MONTESSORI,120159008572,POLK,POLK,Combination,28.020192,-81.731892,"220 5TH ST SW, WINTER HAVEN, FL 33880"
538181,DISCOVERY HIGH SCHOOL,120159008515,POLK,POLK,Senior High,28.112377,-81.724902,"1000 N BUENA VISTA DR, LAKE ALFRED, FL 33850"
538201,MI ESCUELA MONTESSORI,120159008952,POLK,POLK,Combination,28.013598,-81.919179,"2130 E. EDGEWOOD DRIVE, LAKELAND, FL 33803"
590021,HAMILTON ELEMENTARY SCHOOL,120171002464,SEMINOLE,SEMINOLE,Elementary,28.804832,-81.253135,"1501 E 8TH ST, SANFORD, FL 32771"
590031,BEAR LAKE ELEMENTARY SCHOOL,120171001862,SEMINOLE,SEMINOLE,Elementary,28.666639,-81.448895,"3399 GLEAVES CT, APOPKA, FL 32703"
590041,ENGLISH ESTATES ELEMENTARY SCHOOL,120171001863,SEMINOLE,SEMINOLE,Elementary,28.649005,-81.340284,"299 OXFORD RD, FERN PARK, FL 32730"
590051,GENEVA ELEMENTARY SCHOOL,120171001864,SEMINOLE,SEMINOLE,Elementary,28.738553,-81.114352,"275 1ST ST, GENEVA, FL 32732"
590071,LAKE MARY HIGH SCHOOL,120171002261,SEMINOLE,SEMINOLE,Senior High,28.736651,-81.336695,"655 LONGWOOD LAKE MARY RD, LAKE MARY, FL 32746"
590081,LAKE MARY ELEMENTARY SCHOOL,120171001866,SEMINOLE,SEMINOLE,Elementary,28.7549,-81.3234,"132 S COUNTRY CLUB RD, LAKE MARY, FL 32746"
590091,LONGWOOD ELEMENTARY SCHOOL,120171001867,SEMINOLE,SEMINOLE,Elementary,28.703209,-81.330963,"840 ORANGE AVE, LONGWOOD, FL 32750"
590101,MILWEE MIDDLE SCHOOL,120171001868,SEMINOLE,SEMINOLE,Middle/Junior,28.680725,-81.346545,"1341 S RONALD REAGAN BLVD, LONGWOOD, FL 32750"
590111,EVANS ELEMENTARY SCHOOL,120171004449,SEMINOLE,SEMINOLE,Elementary,28.642082,-81.204944,"100 E CHAPMAN RD, OVIEDO, FL 32765"
590121,LAYER ELEMENTARY SCHOOL,120171004010,SEMINOLE,SEMINOLE,Elementary,28.706657,-81.29368,"4201 SR 419, WINTER SPRINGS, FL 32708"
590131,LAWTON ELEMENTARY SCHOOL,120171001869,SEMINOLE,SEMINOLE,Elementary,28.668109,-81.210268,"151 GRAHAM AVE, OVIEDO, FL 32765"
590141,PINE CREST ELEMENTARY SCHOOL,120171001870,SEMINOLE,SEMINOLE,Elementary,28.777365,-81.26948,"405 W 27TH ST, SANFORD, FL 32773"
590151,SANFORD MIDDLE SCHOOL,120171001871,SEMINOLE,SEMINOLE,Middle/Junior,28.7969,-81.2747,"1700 S FRENCH AVE, SANFORD, FL 32771"
590171,WALKER ELEMENTARY SCHOOL,120171004009,SEMINOLE,SEMINOLE,Elementary,28.647855,-81.127912,"3101 SNOW HILL RD, CHULUOTA, FL 32766"
590181,SEMINOLE HIGH SCHOOL,120171001872,SEMINOLE,SEMINOLE,Senior High,28.779445,-81.283002,"2701 RIDGEWOOD AVE, SANFORD, FL 32773"
590182,MILLENNIUM MIDDLE SCHOOL,120171001873,SEMINOLE,SEMINOLE,Middle/Junior,28.78765,-81.242686,"2330 E SR 46, SANFORD, FL 32771"
590201,SOUTH SEMINOLE MIDDLE SCHOOL,120171001874,SEMINOLE,SEMINOLE,Middle/Junior,28.660449,-81.319586,"101 S WINTER PARK DR, CASSELBERRY, FL 32707"
590202,CASSELBERRY ELEMENTARY SCHOOL,120171001875,SEMINOLE,SEMINOLE,Elementary,28.661007,-81.317297,"1075 CRYSTAL BOWL CIR, CASSELBERRY, FL 32707"
590231,WILSON ELEMENTARY SCHOOL,120171001877,SEMINOLE,SEMINOLE,Elementary,28.801729,-81.362341,"985 S ORANGE BLVD, SANFORD, FL 32771"
590251,CROOMS ACADEMY OF INFORMATION TECHNOLOGY,120171002533,SEMINOLE,SEMINOLE,Senior High,28.801726,-81.29007,"2200 W 13TH ST, SANFORD, FL 32771"
590271,GOLDSBORO ELEMENTARY MAGNET,120171001879,SEMINOLE,SEMINOLE,Elementary,28.795652,-81.282475,"1300 W 20TH ST, SANFORD, FL 32771"
590291,JACKSON HEIGHTS MIDDLE SCHOOL,120171001881,SEMINOLE,SEMINOLE,Middle/Junior,28.668189,-81.195055,"41 ACADEMY AVE, OVIEDO, FL 32765"
590301,MIDWAY ELEMENTARY SCHOOL,120171001882,SEMINOLE,SEMINOLE,Elementary,28.788551,-81.240598,"2368 BRISSON AVE, SANFORD, FL 32771"
590331,HIGHLANDS ELEMENTARY SCHOOL,120171003125,SEMINOLE,SEMINOLE,Elementary,28.716543,-81.317692,"1600 SHEPARD RD, WINTER SPRINGS, FL 32708"
590361,RAINBOW ELEMENTARY SCHOOL,120171001997,SEMINOLE,SEMINOLE,Elementary,28.653459,-81.253349,"1412 RAINBOW TRL, WINTER SPRINGS, FL 32708"
590391,WINTER SPRINGS ELEMENTARY SCHOOL,120171001884,SEMINOLE,SEMINOLE,Elementary,28.696858,-81.312483,"701 W STATE ROAD 434, WINTER SPRINGS, FL 32708"
590401,SPRING LAKE ELEMENTARY SCHOOL,120171001885,SEMINOLE,SEMINOLE,Elementary,28.659801,-81.410045,"695 ORANGE AVE, ALTAMONTE SPRINGS, FL 32714"
590421,OVIEDO HIGH SCHOOL,120171001886,SEMINOLE,SEMINOLE,Senior High,28.6732,-81.2185,"601 KING ST, OVIEDO, FL 32765"
590431,LYMAN HIGH SCHOOL,120171001887,SEMINOLE,SEMINOLE,Senior High,28.687316,-81.344086,"865 S RONALD REAGAN BLVD, LONGWOOD, FL 32750"
590441,CARILLON ELEMENTARY SCHOOL,120171003126,SEMINOLE,SEMINOLE,Elementary,28.625618,-81.181954,"3200 LOCKWOOD BLVD, OVIEDO, FL 32765"
590491,LAKE BRANTLEY HIGH SCHOOL,120171001888,SEMINOLE,SEMINOLE,Senior High,28.681886,-81.422562,"991 SAND LAKE RD, ALTAMONTE SPRINGS, FL 32714"
590501,TEAGUE MIDDLE SCHOOL,120171001889,SEMINOLE,SEMINOLE,Middle/Junior,28.65721,-81.43664,"1350 MCNEIL RD, ALTAMONTE SPRINGS, FL 32714"
590502,FOREST CITY ELEMENTARY SCHOOL,120171001890,SEMINOLE,SEMINOLE,Elementary,28.678157,-81.424586,"1010 SAND LAKE RD, ALTAMONTE SPRINGS, FL 32714"
590511,RED BUG ELEMENTARY SCHOOL,120171001891,SEMINOLE,SEMINOLE,Elementary,28.648956,-81.28238,"4000 RED BUG LAKE RD, CASSELBERRY, FL 32707"
590521,IDYLLWILDE ELEMENTARY SCHOOL,120171001892,SEMINOLE,SEMINOLE,Elementary,28.792284,-81.309365,"430 VIHLEN RD, SANFORD, FL 32771"
590531,EASTBROOK ELEMENTARY SCHOOL,120171001893,SEMINOLE,SEMINOLE,Elementary,28.620671,-81.293785,"5525 TANGERINE AVE, WINTER PARK, FL 32792"
590541,TUSKAWILLA MIDDLE SCHOOL,120171001894,SEMINOLE,SEMINOLE,Middle/Junior,28.634123,-81.264737,"1801 TUSKAWILLA RD, OVIEDO, FL 32765"
590551,LAKE HOWELL HIGH SCHOOL,120171001895,SEMINOLE,SEMINOLE,Senior High,28.637631,-81.273584,"4200 DIKE RD, WINTER PARK, FL 32792"
590561,ALTAMONTE ELEMENTARY SCHOOL,120171001896,SEMINOLE,SEMINOLE,Elementary,28.680908,-81.37174,"525 PINEVIEW ST, ALTAMONTE SPRINGS, FL 32701"
590581,SABAL POINT ELEMENTARY SCHOOL,120171001897,SEMINOLE,SEMINOLE,Elementary,28.703792,-81.418762,"960 WEKIVA SPRINGS RD, LONGWOOD, FL 32779"
590591,WOODLANDS ELEMENTARY SCHOOL,120171001898,SEMINOLE,SEMINOLE,Elementary,28.715923,-81.371411,"1420 EE WILLIAMSON RD, LONGWOOD, FL 32750"
590601,LAKE ORIENTA ELEMENTARY SCHOOL,120171001899,SEMINOLE,SEMINOLE,Elementary,28.648131,-81.371309,"612 NEWPORT AVE, ALTAMONTE SPRINGS, FL 32701"
590611,STERLING PARK ELEMENTARY SCHOOL,120171001900,SEMINOLE,SEMINOLE,Elementary,28.652388,-81.304738,"905 EAGLE CIR S, CASSELBERRY, FL 32707"
590621,ROCK LAKE MIDDLE SCHOOL,120171002103,SEMINOLE,SEMINOLE,Middle/Junior,28.705046,-81.371171,"250 SLADE DR, LONGWOOD, FL 32750"
590651,WEKIVA ELEMENTARY SCHOOL,120171001901,SEMINOLE,SEMINOLE,Elementary,28.687973,-81.440262,"1450 E WEKIVA TRL, LONGWOOD, FL 32779"
590661,KEETH ELEMENTARY SCHOOL,120171002410,SEMINOLE,SEMINOLE,Elementary,28.685344,-81.263881,"425 TUSKAWILLA RD, WINTER SPRINGS, FL 32708"
590671,GREENWOOD LAKES MIDDLE SCHOOL,120171002534,SEMINOLE,SEMINOLE,Middle/Junior,28.7357,-81.3407,"601 LAKE PARK DR, LAKE MARY, FL 32746"
590681,STENSTROM ELEMENTARY SCHOOL,120171002636,SEMINOLE,SEMINOLE,Elementary,28.654003,-81.191011,"1800 ALAFAYA WOODS BLVD, OVIEDO, FL 32765"
590691,HEATHROW ELEMENTARY SCHOOL,120171002905,SEMINOLE,SEMINOLE,Elementary,28.782975,-81.382939,"5715 MARKHAM WOODS RD, LAKE MARY, FL 32746"
590701,PARTIN ELEMENTARY SCHOOL,120171002906,SEMINOLE,SEMINOLE,Elementary,28.6497,-81.1562,"1500 TWIN RIVERS BLVD, OVIEDO, FL 32766"
590711,INDIAN TRAILS MIDDLE SCHOOL,120171001179,SEMINOLE,SEMINOLE,Middle/Junior,28.6875,-81.2638,"415 TUSKAWILLA RD, WINTER SPRINGS, FL 32708"
590721,CHILES MIDDLE SCHOOL,120171004450,SEMINOLE,SEMINOLE,Middle/Junior,28.653018,-81.154986,"1240 SANCTUARY DR, OVIEDO, FL 32766"
590731,MARKHAM WOODS MIDDLE SCHOOL,120171005390,SEMINOLE,SEMINOLE,Middle/Junior,28.7853,-81.3829,"6003 MARKHAM WOODS RD, LAKE MARY, FL 32746"
590801,BENTLEY ELEMENTARY SCHOOL,120171003801,SEMINOLE,SEMINOLE,Elementary,28.794735,-81.330415,"2190 S OREGON AVE, SANFORD, FL 32771"
590811,WICKLOW ELEMENTARY SCHOOL,120171003269,SEMINOLE,SEMINOLE,Elementary,28.779463,-81.294899,"100 PLACID LAKE DR, SANFORD, FL 32773"
590821,CRYSTAL LAKE ELEMENTARY SCHOOL,120171005391,SEMINOLE,SEMINOLE,Elementary,28.761809,-81.344176,"231 RINEHART RD, LAKE MARY, FL 32746"
590911,WINTER SPRINGS HIGH SCHOOL,120171003270,SEMINOLE,SEMINOLE,Senior High,28.703862,-81.265473,"130 TUSKAWILLA RD, WINTER SPRINGS, FL 32708"
590931,HAGERTY HIGH SCHOOL,120171005736,SEMINOLE,SEMINOLE,Senior High,28.625209,-81.178051,"3225 LOCKWOOD BLVD, OVIEDO, FL 32765"
